股票代码,公司全称,年份,行业分类代码,行业分类名称,严格口径涉农业务,严格口径正式涉农收入_元,严格口径收入下界_元,严格口径收入上界_元,严格口径上下界公式,严格口径下界占比_原始未四舍五入,严格口径上界占比_原始未四舍五入,扩展口径涉农业务,扩展口径正式涉农收入_元,扩展口径正式涉农收入占比_原始未四舍五入,扩展口径收入下界_元,扩展口径收入上界_元,扩展口径上下界公式,扩展口径下界占比_原始未四舍五入,扩展口径上界占比_原始未四舍五入,公司营业收入_元,公司营业收入公式,严格口径成本下界_元_反向证据,严格口径成本上界_元_反向证据,扩展口径成本下界_元_反向证据,扩展口径成本上界_元_反向证据,排除项目收入_元_反向证据,排除项目成本_元_反向证据,内部抵消收入绝对值_元_反向证据,内部抵消成本绝对值_元_反向证据,收入成本反核说明,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,纳入或剔除理由,待核实点,金额单位及精度说明,年报主营业务证据PDF页序号,公司营业收入证据PDF页序号,年报链接,2022行业字段处理,记录类型,复核状态,复核日期
601933,永辉超市股份有限公司,2019,待核实,待核实,无单列直接农业生产收入,,0.00,0.00,下界=上界=0,0,0,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,,0.00,0.00,下界=上界=0（零售生鲜及加工全部排除）,0,0,84876960043.74,合并利润表营业收入,0.00,0.00,0.00,0.00,37122204483.92,32213659463.23,0.00,0.00,被排除的生鲜及加工零售收入37122204483.92、成本32213659463.23,否,否,否,否（零售商品类别作为整体排除，不与行业或地区行加总）,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。,主营业务表单位为元,16,113,https://static.cninfo.com.cn/finalpage/2020-04-29/1207670553.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601933,永辉超市股份有限公司,2020,待核实,待核实,无单列直接农业生产收入,,0.00,0.00,下界=上界=0,0,0,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,,0.00,0.00,下界=上界=0（零售生鲜及加工全部排除）,0,0,93199107664.03,合并利润表营业收入,0.00,0.00,0.00,0.00,41480803073.63,35739233559.98,0.00,0.00,被排除的生鲜及加工零售收入41480803073.63、成本35739233559.98,否,否,否,否（零售商品类别作为整体排除，不与行业或地区行加总）,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。,主营业务表单位为元,15,100,https://static.cninfo.com.cn/finalpage/2021-04-30/1209875986.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601933,永辉超市股份有限公司,2021,待核实,待核实,无单列直接农业生产收入,,0.00,0.00,下界=上界=0,0,0,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,,0.00,0.00,下界=上界=0（零售生鲜及加工全部排除）,0,0,91061894312.13,合并利润表营业收入,0.00,0.00,0.00,0.00,40825752400.00,36186521700.00,0.00,0.00,被排除的生鲜及加工零售收入40825752400.00、成本36186521700.00,否,否,否,否（零售商品类别作为整体排除，不与行业或地区行加总）,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。,"2021/2022主营业务表单位为万元并按×10,000换算；生鲜及加工收入、成本按年报万元表×10,000换算，保留原表万元小数点后两位精度。",12,99,https://static.cninfo.com.cn/finalpage/2022-04-30/1213271083.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601933,永辉超市股份有限公司,2022,待核实,待核实,无单列直接农业生产收入,,0.00,0.00,下界=上界=0,0,0,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,,0.00,0.00,下界=上界=0（零售生鲜及加工全部排除）,0,0,90090819396.14,合并利润表营业收入,0.00,0.00,0.00,0.00,39900463800.00,34931325400.00,0.00,0.00,被排除的生鲜及加工零售收入39900463800.00、成本34931325400.00,否,否,否,否（零售商品类别作为整体排除，不与行业或地区行加总）,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。,"2021/2022主营业务表单位为万元并按×10,000换算；生鲜及加工收入、成本按年报万元表×10,000换算，保留原表万元小数点后两位精度。",13,101,https://static.cninfo.com.cn/finalpage/2023-04-29/1216707511.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2014,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,82224500.00,下界=0；上界=林木分部82224500.00,0,0.0685504524667152255308077862616581714949830091164237668355644,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,158648100.00,下界=0；上界=林木82224500.00+混合其他76423600.00=158648100.00,0,0.132264702588458230473084625088850303220490412572935188457276,1199474212.66,合并利润表营业收入,0.00,39085500.00,0.00,112784800.00,0.00,0.00,70123900.00,69572600.00,林木成本上界39085500.00；混合其他成本上界增量73699300.00；内部抵消收入70123900.00、成本69572600.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0685504524667152255308077862616581714949830091164237668355644]；扩展区间[0, 0.132264702588458230473084625088850303220490412572935188457276]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",9,53,https://static.cninfo.com.cn/finalpage/2015-03-28/1200756272.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2015,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,54886200.00,下界=0；上界=林木分部54886200.00,0,0.0474698923023868721599373951026853221263324684711270475171969,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,130574700.00,下界=0；上界=林木54886200.00+混合其他75688500.00=130574700.00,0,0.112931245858093202229744041021506410191436539073152684854184,1156231820.59,合并利润表营业收入,0.00,30371900.00,0.00,103279300.00,0.00,0.00,74133100.00,73561600.00,林木成本上界30371900.00；混合其他成本上界增量72907400.00；内部抵消收入74133100.00、成本73561600.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0474698923023868721599373951026853221263324684711270475171969]；扩展区间[0, 0.112931245858093202229744041021506410191436539073152684854184]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",13,45,https://static.cninfo.com.cn/finalpage/2016-03-30/1202101291.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2018,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,47749500.00,下界=0；上界=林木分部47749500.00,0,0.0298954320537771314896304991471334920095022300865383397539960,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,200058100.00,下界=0；上界=林木47749500.00+混合其他152308600.00=200058100.00,0,0.125254156281379925428866215592354827962307418860421487729482,1597217257.61,合并利润表营业收入,0.00,24677700.00,0.00,163437200.00,0.00,0.00,53401000.00,53401000.00,林木成本上界24677700.00；混合其他成本上界增量138759500.00；内部抵消收入53401000.00、成本53401000.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0298954320537771314896304991471334920095022300865383397539960]；扩展区间[0, 0.125254156281379925428866215592354827962307418860421487729482]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",16,69,https://static.cninfo.com.cn/finalpage/2019-03-30/1205968011.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2019,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,57157100.00,下界=0；上界=林木分部57157100.00,0,0.0294211300055518166626715473722604904436611642990487963007102,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,87955600.00,下界=0；上界=林木57157100.00+混合其他30798500.00=87955600.00,0,0.0452743953474951207401228115501940230219252534264582406718806,1942722797.84,合并利润表营业收入,0.00,25059800.00,0.00,54122700.00,0.00,0.00,77690100.00,77744800.00,林木成本上界25059800.00；混合其他成本上界增量29062900.00；内部抵消收入77690100.00、成本77744800.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0294211300055518166626715473722604904436611642990487963007102]；扩展区间[0, 0.0452743953474951207401228115501940230219252534264582406718806]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",14,64,https://static.cninfo.com.cn/finalpage/2020-04-10/1207473733.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2020,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,64396600.00,下界=0；上界=林木分部64396600.00,0,0.0370014861451039023001899200194521198951430919379153303586533,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,85440400.00,下界=0；上界=林木64396600.00+混合其他21043800.00=85440400.00,0,0.0490929921274125567823324033012611986454095997678799966454049,1740378744.45,合并利润表营业收入,0.00,32119100.00,0.00,49726600.00,0.00,0.00,75530900.00,75142200.00,林木成本上界32119100.00；混合其他成本上界增量17607500.00；内部抵消收入75530900.00、成本75142200.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0370014861451039023001899200194521198951430919379153303586533]；扩展区间[0, 0.0490929921274125567823324033012611986454095997678799966454049]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",16,66,https://static.cninfo.com.cn/finalpage/2021-03-31/1209496091.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2021,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,76234700.00,下界=0；上界=林木分部76234700.00,0,0.0368945293066494488349411288615746656809624445310977522016555,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,196121000.00,下界=0；上界=林木76234700.00+混合其他119886300.00=196121000.00,0,0.0949146777274573987299417343212590199478195045547948933955386,2066287371.94,合并利润表营业收入,0.00,31480700.00,0.00,143449800.00,0.00,0.00,103781000.00,103954500.00,林木成本上界31480700.00；混合其他成本上界增量111969100.00；内部抵消收入103781000.00、成本103954500.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0368945293066494488349411288615746656809624445310977522016555]；扩展区间[0, 0.0949146777274573987299417343212590199478195045547948933955386]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",14,72,https://static.cninfo.com.cn/finalpage/2022-03-30/1212727759.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
601996,广西丰林木业集团股份有限公司,2022,待核实,待核实,林木分部可能包含直接林业，但存在未分配内部抵消，仅作严格上界,,0.00,71902000.00,下界=0；上界=林木分部71902000.00,0,0.0350284293245703362712301623533645102618623268594163004944663,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,,0.00,199224500.00,下界=0；上界=林木71902000.00+混合其他127322500.00=199224500.00,0,0.0970560112093246774563669088449259808442656829768821834978137,2052675537.74,合并利润表营业收入,0.00,26025400.00,0.00,150021600.00,0.00,0.00,114424900.00,114486300.00,林木成本上界26025400.00；混合其他成本上界增量123996200.00；内部抵消收入114424900.00、成本114486300.00未分配到产品行,否,否,否,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,"严格区间[0, 0.0350284293245703362712301623533645102618623268594163004944663]；扩展区间[0, 0.0970560112093246774563669088449259808442656829768821834978137]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。,"主营业务表单位为万元，按×10,000换算",15,77,https://static.cninfo.com.cn/finalpage/2023-03-02/1216027648.PDF,沿用v25原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批M组（未合并）,已人工复核（第十五批M组；主表未合并）,2026-08-11
