股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
002505,湖南大康牧业股份有限公司,2013,3.0,畜牧业,行业分类候选,直接养殖及可确认饲料、屠宰初加工；混合农资经销/粮食贸易行业仅作扩展上界,992130972.64,996496782.31,0.99561884,产品与行业披露存在交叉映射；仅构造互斥上下界，不机械相加,否,是,否,2016农林牧渔业同时映射巴西大宗贸易与安源乳业，严格上界受乳制品产品行约束；2017畜牧养殖行业含羊及牧场原奶。农资/粮食混合行业只进扩展上界，乳制品贸易排除。,,,,https://static.cninfo.com.cn/finalpage/2014-04-15/63840513.PDF,22,81,已人工复核（跨年快速核对第二十批X组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 官方年报收入构成表与合并利润表逐年核对；上下界使用原始金额比较30%/50%，不以显示百分比反推。 不适用 上界项目未拆；正式分子采用可确认下界。
002679,福建金森林业股份有限公司,2013,2.0,林业,行业分类候选,木材、种苗及林业经济作物（主营业务合计）,165084179.62,174263656.5,0.9473242,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,直接林业收入保守占比超过50%；未叠加其他披露维度。,,,,https://static.cninfo.com.cn/finalpage/2014-04-23/63896122.PDF,17,69,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002696,百洋产业投资集团股份有限公司,2013,4.0,渔业,行业分类候选,饲料及饲料原料、水产品加工、可识别养殖/捕捞（扩展口径）,1308202107.16,1349625914.9,0.96930719,否（仅使用同一分行业或分产品维度）,否,是,否,同一披露维度内的农业投入品、水产品加工及可识别直接渔业收入占96.93%，超过50%；教育及其他业务未计入。可识别直接养殖/捕捞收入占1.39%，严格样本为否。,,,,https://static.cninfo.com.cn/finalpage/2014-04-25/63918063.PDF,13,64,已人工复核（跨年快速核对第八批）,逐年核对官方年报；混合披露收入只作审计上界，不写入正式涉农分子；无法拆分初加工、深加工、贸易或自产/外购时明确标记待核实。
300087,安徽荃银高科种业股份有限公司,2013,1.0,农业,行业分类候选,水稻、小麦、玉米、瓜菜、棉花、油菜种子,427793892.36,466066716.75,0.91788123,否（同一分产品维度内求和）,是,是,否,仅合计当年年报明确列示的种子产品收入，已超过合并营业收入50%；未计订单粮食、青贮、农批市场、农机农化、服务及含义不清的其他项。,,,,https://static.cninfo.com.cn/finalpage/2014-04-03/63780058.PDF,49,92,已人工复核（跨年快速核对第四批）,逐年核对官方年报分产品收入；仅用明确种子项目的保守分子，不复制相邻年度。
300143,盈康生命科技股份有限公司,2013,1.0,农业,行业分类候选,自产食用菌鲜品，其他业务只作扩展上界,233908854.82,254837544.23,0.91787439,产品项目互斥；不叠加行业、地区维度，审计其他业务仅作上界,是,是,否,自产鲜品食用菌属于直接农业；2015年干菇为自产鲜菇脱水初加工，仅进入扩展下界；经销商品及医疗业务排除。,,,,https://static.cninfo.com.cn/finalpage/2014-02-28/63617237.PDF,17,58,已人工复核（跨年快速核对第二十批Y组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 沿用v31原值；待核实不插值、不复制相邻年份 审计其他业务未拆，只作上界。
300189,海南神农种业科技股份有限公司,2013,1.0,农业,行业分类候选,杂交水稻、玉米、棉花、蔬菜及其他种子,398617600.0,454365781.09,0.8773055,否（同一分产品维度内求和）,是,是,否,明确种子产品收入已超过合并营业收入50%，未计农化、粮食、房屋、供应链等项目。,,,,https://static.cninfo.com.cn/finalpage/2014-04-25/63918533.PDF,21,88,已人工复核（跨年快速核对第五批）,逐年核对官方年报分产品收入，业务转型年份按当年实际口径判定。
300313,新疆天山畜牧生物工程股份有限公司,2013,3.0,畜牧业,行业分类候选,自产冻精/胚胎、牛奶、自产活畜及代牧；牛羊初加工（扩展）,49931048.81,82656575.6,0.60407836,否（产品维度；进口冻精和可识别进口活畜贸易排除，上界不写入正式分子）,是,是,否,畜牧育种产品按自产/服务与进口贸易拆分；无法拆分的活畜、种畜或冻精仅进入上界。,,,,https://static.cninfo.com.cn/finalpage/2014-04-12/63828468.PDF,19,59,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2018不在v20该公司待复核入口、2022逐公司行业分类仍缺；均不外推。本年上下界不能唯一确定门槛归属。
600097,上海开创国际海洋资源股份有限公司,2013,4.0,渔业,行业分类候选,海洋捕捞（严格=扩展）；罐头食品/鱼罐头深加工排除,813449172.68,815560060.18,0.99741173,否（只使用同一分行业维度，不与分产品或分地区收入相加）,是,是,否,严格及扩展Decimal高精度门槛计算值=0.99741173262023876957431807226634264923672000703098。食品加工深加工排除金额=0.00元；渔货贸易和海上运输亦已排除。,,,,https://static.cninfo.com.cn/finalpage/2014-06-11/64122331.PDF,10,36,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数
600108,甘肃亚盛实业(集团)股份有限公司,2013,1.0,农业,行业分类候选,农业种植,2027826879.3,2336837177.69,0.86776558,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2014-04-25/63914686.PDF,11,59,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600257,大湖健康产业股份有限公司,2013,4.0,渔业,行业分类候选,水产品养殖（年报分行业‘农业’）,433439335.24,623970942.0,0.69464667,否（只使用同一分行业维度，不与分产品或分地区收入相加）,是,是,否,农业分行业Decimal高精度门槛计算值=0.69464666711995700594660063513021732989610916849394；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,,,https://static.cninfo.com.cn/finalpage/2014-04-29/63941109.PDF,11,42,已人工复核（跨年快速核对第十一批C组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数
600265,云南景谷林业股份有限公司,2013,2.0,林业,行业分类候选,林木销售；林板、木材及林化初加工（扩展口径）,163095400.0,250238489.62,0.65175985,否（仅使用同一分产品或明确交易收入；不跨维度相加）,是,是,否,直接农业/林业收入占65.18%，达到50%，纳入严格样本。林木销售计入直接林业；林板/木材和松香、松节油等林化初加工计入扩展口径；能源、租赁、林地使用权及固定资产处置不计入。,是,是,,https://static.cninfo.com.cn/finalpage/2014-04-19/63872933.PDF,23,50|124,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
600354,甘肃省敦煌种业集团股份有限公司,2013,1.0,农业,行业分类候选,种子,1082784780.02,1874811756.6,0.5775432,否（仅使用同一分行业维度）,是,是,否,种子收入占57.75%，达到50%严格门槛；食品与贸易、棉花、果蔬及其他业务均未用于放大分子。,,,,https://static.cninfo.com.cn/finalpage/2014-04-11/63821344.PDF,10,40,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
600371,万向德农股份有限公司,2013,1.0,农业,行业分类候选,种子行业,385242040.47,413015082.51,0.93275538,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2014-04-24/63901035.PDF,12,39,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
600467,山东好当家海洋发展股份有限公司,2013,4.0,渔业,行业分类候选,水产养殖、捕捞,574305220.57,969331768.19,0.59247539,否（仅使用同一分行业维度）,是,是,否,同一分行业维度的直接农业收入超过合并营业收入50%；未叠加产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2014-04-23/63893669.PDF,13,51,已人工复核（跨年快速核对第六批）,逐年核对当年官方年报分行业营业收入和合并利润表；严格、扩展口径分别计算，不跨披露维度相加。
600540,新疆赛里木现代农业股份有限公司,2013,1.0,农业,行业分类候选,分行业农业收入（扩展口径）,1020959773.02,1361014028.79,0.7501464,否（扩展分子仅取同一分行业农业收入，不混入分产品或商贸收入）,否,是,否,严格口径0；分行业农业收入占75.01%。,,,,https://static.cninfo.com.cn/finalpage/2014-04-30/63954642.PDF,15,48,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 2022逐公司行业分类及该公司2022公司—年份入口仍待核实；本批不外推新增。
600975,湖南新五丰股份有限公司,2013,3.0,畜牧业,行业分类候选,畜牧业（生猪）,572810599.98,1130087615.49,0.50687273,否（仅使用同一分行业维度）,是,是,否,畜牧业收入占50.69%，达到50%严格门槛；同一行业维度加入饲料加工后占63.18%。批发零售未计入。,,,,https://static.cninfo.com.cn/finalpage/2014-03-25/63717879.PDF,13,47,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
000713,国投丰乐种业股份有限公司,2014,5.0,农林牧渔服务业,行业分类候选+龙头企业身份核实候选,种子类、农化类,1125193828.36,1378800048.18,0.81606744,否（仅使用同一分行业维度）,否,是,否,种子收入占42.39%，未达严格门槛；同一行业维度加入农业投入品农化业务后占81.61%，达到扩展样本门槛。香料业务未计入。,,,,https://static.cninfo.com.cn/finalpage/2015-03-30/1200755414.PDF,15,64,已人工复核（跨年快速核对第九批）,逐年核对官方年报同一分行业维度和合并利润表；扩展口径只加入农业投入品，不计批零、食品贸易、香料、棉花、果蔬或其他非直接农业业务。
000798,中水集团远洋股份有限公司,2014,4.0,渔业,行业分类候选,远洋捕捞,343870250.72,378756392.67,0.90789293,否（只使用一个分行业维度）,是,是,否,当年官方年报分行业直接农业营业收入超过公司合并营业收入50%；未叠加分产品、地区或销售模式。,,,,https://static.cninfo.com.cn/finalpage/2015-03-30/1200754520.PDF,16,57,已人工复核（跨年快速核对第三批）,逐年核对当年官方年报营业收入构成表与合并利润表；未复制相邻年份数值。
000998,袁隆平农业高科技股份有限公司,2014,1.0,农业,行业分类候选+龙头企业身份核实候选,水稻、蔬菜瓜果、玉米、小麦及棉花油菜种子,1511241361.14,1815424946.98,0.83244497,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,种子等直接农业业务的保守收入占比超过50%；未叠加地区或销售模式维度。,,,,https://static.cninfo.com.cn/finalpage/2015-04-28/1200922611.PDF,21,78,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002041,山东登海种业股份有限公司,2014,1.0,农业,行业分类候选,玉米种子（保守产品口径）,1415061521.91,1480081484.48,0.95607001,否（只取一个分行业或分产品维度；采用保守分子）,是,是,否,直接农业业务的保守收入分子已超过公司营业收入50%；未叠加其他可能符合口径的业务。,,,,https://static.cninfo.com.cn/finalpage/2015-04-21/1200876975.PDF,14,62,已人工复核（跨年快速核对试验）,按公司跨年比较后，逐年核对当年年报业务表与利润表；未复制相邻年份数值。
002234,山东民和牧业股份有限公司,2014,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,雏鸡、淘汰鸡及鸡肉制品（扩展口径）,1075195638.77,1186417366.13,0.90625413,否（仅使用同一分产品维度）,否,是,否,直接畜牧养殖收入占44.13%，未达50%；加入同一分产品维度的农产品初加工收入后占90.63%，纳入扩展样本。,是,是,,https://static.cninfo.com.cn/finalpage/2015-03-20/1200718869.PDF,14,52,已人工复核（跨年快速核对第七批）,逐年核对当年官方年报；严格口径为直接养殖，扩展口径可加入同一披露维度的初加工；不跨行业、产品、地区维度相加。
002299,福建圣农发展股份有限公司,2014,3.0,畜牧业,行业分类候选,家禽饲养加工行业（合并披露）,6077965627.47,6436059894.41,0.944361259401731,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.94436125940173108706705429772411433341038344341140，扩展口径达标；严格口径不估算。,,,,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767556.PDF,18,82,已人工复核（跨年快速核对第十一批B组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 分行业营业收入/主营业务收入列（禁止使用营业成本列） 严格口径待核实；家禽饲养加工收入只用于扩展口径。年报未单列深加工收入，未将其他业务估算为深加工；贸易未单列，未估算。
002311,广东海大集团股份有限公司,2014,,,龙头企业身份核实候选,直接养殖/种苗（严格上界）；饲料、动保（扩展下界）,19569268595.12,21090411325.24,0.92787515,否（同一分产品维度；农产品只进入上界，贸易、其他和饲料机械排除）,否,是,否,农产品项未拆直接养殖、种苗与禽产业链中的潜在屠宰/加工，故只作上界；扩展下界已超过50%。,,,,https://static.cninfo.com.cn/finalpage/2015-04-28/1200918472.PDF,17,91,已人工复核（跨年快速核对第十四批G组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 2022逐公司行业分类仍待核实，不影响本年年报收入复核。
002321,河南华英农业发展股份有限公司,2014,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,禽苗、种蛋及活禽；冻禽、鸭毛、饲料、羽绒初加工（扩展口径）,1658479355.15,1843102830.81,0.89983007,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,是,否,严格口径占11.53%，未达50%；同一维度加入初加工和农业投入品后占89.98%，纳入扩展样本。原毛经洗涤、干燥、分级形成的羽绒材料计入初加工；熟食、成品羽绒制品、租赁及其他业务未计入；仅在同一分产品维度加总。,,,,https://static.cninfo.com.cn/finalpage/2015-04-28/1200922602.PDF,17,76,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
002385,北京大北农科技集团股份有限公司,2014,,,龙头企业身份核实候选,生猪养殖（严格）；饲料、种子、植保、动保及生猪（扩展）,18160561439.92,18444915959.83,0.98458358,否（同一分产品维度；2015生猪为其他产品的已披露子项，其余其他产品只进上界；原料贸易排除）,否,是,否,饲料、种业、植保、疫苗/兽药属于农业投入品；原料贸易排除，其他产品不自动纳入。,,,,https://static.cninfo.com.cn/finalpage/2015-04-10/1200804230.PDF,18,94,已人工复核（跨年快速核对第十四批G组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 2022逐公司行业分类仍待核实，不影响本年年报收入复核。
002447,大连壹桥海洋苗业股份有限公司,2014,4.0,渔业,行业分类候选,严格口径项目；海参加工品因加工深度未拆仅进入上界,280170077.36,540028124.34,0.51880646,采用互斥分行业口径；不与分产品、地区相加；2016资产置换形成的口径差额不进入下界,是,是,否,育苗和水产养殖为直接农业，严格下界已达到50%；海参加工品加工深度未拆不影响阈值结论。,,,,https://static.cninfo.com.cn/finalpage/2015-04-11/1200809393.PDF,14|15,65,已人工复核（跨年快速核对第二十批X组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 官方年报收入构成表与合并利润表逐年核对；上下界使用原始金额比较30%/50%，不以显示百分比反推。 不适用 上界项目未拆；正式分子采用可确认下界。
002458,山东益生种畜禽股份有限公司,2014,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,鸡、猪、牛奶,833339825.23,841921368.35,0.98980719,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,仅合计同一分行业维度的鸡、猪和牛奶收入，排除其他及农牧设备；直接畜牧业务保守占比超过50%。,,,,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767909.PDF,14,59,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
002477,雏鹰农牧集团股份有限公司,2014,3.0,畜牧业,行业分类候选,畜牧养殖业+种植业；无另行确认的饲料/兽药/种子对外收入,1139069320.79,1761684746.8,0.64657954,无；2013—15采用养殖/种植行业行，2016—18采用生猪产品行，未跨维度相加,是,是,否,"严格区间[0.646579544302154254197235693520735886069488218832774876586109, 0.646579544302154254197235693520735886069488218832774876586109]；扩展区间[0.646579544302154254197235693520735886069488218832774876586109, 0.646579544302154254197235693520735886069488218832774876586109]。粮食及生猪贸易、屠宰生鲜冻品、熟食深加工、互联网/类金融等均排除。",,,,https://static.cninfo.com.cn/finalpage/2015-04-24/1200895700.PDF,21,93,已人工复核（跨年快速核对第十六批O组）,逐年核对官方年报；养殖、投入品和初加工按同一维度下界计量，贸易、屠宰、熟食和普通食品深加工排除；重列比较数优先，混合品类保留上下界。 仅保留状态标记；未用ST或退市状态改变业务分类与收入判定。 沿用v26原值；待核实字段不插值、不复制相邻年份 无；ST/退市状态仅保留标记，不改变本业务口径判断。
002505,湖南大康牧业股份有限公司,2014,3.0,畜牧业,行业分类候选,直接养殖及可确认饲料、屠宰初加工；混合农资经销/粮食贸易行业仅作扩展上界,561508680.27,584600053.32,0.96050056,产品与行业披露存在交叉映射；仅构造互斥上下界，不机械相加,否,是,否,2016农林牧渔业同时映射巴西大宗贸易与安源乳业，严格上界受乳制品产品行约束；2017畜牧养殖行业含羊及牧场原奶。农资/粮食混合行业只进扩展上界，乳制品贸易排除。,,,,https://static.cninfo.com.cn/finalpage/2015-04-17/1200848519.PDF,19,86,已人工复核（跨年快速核对第二十批X组）,逐年核对官方年报；主营转型按公司—年份处理；混合业务无法可靠拆分时只保留上下界，正式分子留空，不按名称或原料采购推算。 官方年报收入构成表与合并利润表逐年核对；上下界使用原始金额比较30%/50%，不以显示百分比反推。 不适用 上界项目未拆；正式分子采用可确认下界。
002567,唐人神集团股份有限公司,2014,,,龙头企业身份核实候选,养殖（严格）；饲料+养殖+兽药/动物保健（扩展下界）,9616474660.53,10069486005.19,0.95501147,否（同一分行业维度加总；屠宰及肉类仅作上界）,否,是,否,"严格区间=[0.00831541, 0.00831541]，扩展下界=0.95501147，含全部加工混合项的审计上界=0.99292458。",,,,https://static.cninfo.com.cn/finalpage/2015-04-09/1200799784.PDF,16,121,已人工复核（跨年快速核对第十三批E组）,逐年核对官方年报；养殖与屠宰鲜品、原奶与乳制品、液态奶与发酵乳/乳饮料无法完全拆分时保留上下界，其他业务收入和算术残差不得自动当农业收入。 采用2014年报当期主营业务表；2015年报对2014饲料比较数有重列，本表不倒替当期披露。
002582,好想你健康食品股份有限公司,2014,,,龙头企业身份核实候选,单列原枣类（分选、清洗、包装等初加工）,645800666.11,972923969.99,0.663773,产品维度与主营/其他业务维度不机械相加；上界只加互斥的其他业务，原料基地和采购均不作收入,待核实,是,否,公司采购红枣及设原料基地不等于公司农业生产收入；2014—2015单列原枣类按扩展初加工纳入，后续混合红枣类别不能拆分。,,,,https://static.cninfo.com.cn/finalpage/2015-04-17/1200848914.PDF,17,74,已人工复核（跨年快速核对第十六批P组）,逐年核对官方年报；养殖、投入品和初加工按同一维度下界计量，贸易、屠宰、熟食和普通食品深加工排除；重列比较数优先，混合品类保留上下界。 沿用v26原值；待核实字段不插值、不复制相邻年份 其他业务未拆，仅作上界增量；不影响扩展样本结论。
002679,福建金森林业股份有限公司,2014,2.0,林业,行业分类候选,木材、种苗及林业经济作物（主营业务合计）,176193042.6,190206399.58,0.92632552,否（仅取同一分行业或分产品维度；采用保守分子）,是,是,否,直接林业收入保守占比超过50%；未叠加其他披露维度。,,,,https://static.cninfo.com.cn/finalpage/2015-04-17/1200848813.PDF,15,72,已人工复核（跨年快速核对第二批）,按公司跨年比较后逐年核对当年官方年报业务表与合并利润表；未复制、插值或外推相邻年份数值。
