stock_code,short_name,listed_legal_full_name,official_list_name,list_year,event_type,candidate_basis,review_status_x,leading_firm_direct_match,exchange_source_url,moa_source_url,identity_decision,decision_reason,primary_source_url,source_date,review_status_y
002695,煌上煌,江西煌上煌集团食品股份有限公司,煌上煌集团有限公司,2018,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002695,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,related_party_not_listed_entity,年度报告明确名单主体为上市公司控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2022-04-29/1213198455.PDF,2022-04-28,已核实_排除
002695,煌上煌,江西煌上煌集团食品股份有限公司,煌上煌集团有限公司,2020,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002695,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2022-04-29/1213198455.PDF,2022-04-28,已核实_排除
002695,煌上煌,江西煌上煌集团食品股份有限公司,煌上煌集团有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002695,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2022-04-29/1213198455.PDF,2022-04-28,已核实_排除
002714,牧原股份,牧原食品集团股份有限公司,牧原食品股份有限公司,2014,monitor_pass,剔除常见公司后缀后的名称相似度=1.000，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002714,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,direct_same_legal_entity,上市公司更名公告明确法律主体不变；交易所当前全称已更新,https://static.cninfo.com.cn/finalpage/2026-02-26/1224984472.PDF,2026-02-26,已核实
002714,牧原股份,牧原食品集团股份有限公司,牧原食品股份有限公司,2018,monitor_pass,剔除常见公司后缀后的名称相似度=1.000，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002714,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,direct_same_legal_entity,上市公司更名公告明确法律主体不变；交易所当前全称已更新,https://static.cninfo.com.cn/finalpage/2026-02-26/1224984472.PDF,2026-02-26,已核实
002714,牧原股份,牧原食品集团股份有限公司,牧原食品股份有限公司,2020,monitor_pass,剔除常见公司后缀后的名称相似度=1.000，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002714,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,direct_same_legal_entity,上市公司更名公告明确法律主体不变；交易所当前全称已更新,https://static.cninfo.com.cn/finalpage/2026-02-26/1224984472.PDF,2026-02-26,已核实
002714,牧原股份,牧原食品集团股份有限公司,牧原食品股份有限公司,2023,monitor_pass,剔除常见公司后缀后的名称相似度=1.000，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002714,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,direct_same_legal_entity,上市公司更名公告明确法律主体不变；交易所当前全称已更新,https://static.cninfo.com.cn/finalpage/2026-02-26/1224984472.PDF,2026-02-26,已核实
002719,ST麦趣,麦趣尔集团股份有限公司,新疆麦趣尔集团有限责任公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002719,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,related_party_not_listed_entity,招股意向书及年度报告明确名单主体为上市公司控股股东或母公司而非上市公司本体,https://static.cninfo.com.cn/finalpage/2014-01-09/63468484.PDF,2014-01-09,已核实_排除
002726,ST龙大,山东龙大美食股份有限公司,龙大食品集团有限公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002726,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司原控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2026-01-31/1224959245.PDF,2026-01-30,已核实_排除
002726,ST龙大,山东龙大美食股份有限公司,龙大食品集团有限公司,2018,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002726,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,related_party_not_listed_entity,年度报告明确名单主体为上市公司原控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2026-01-31/1224959245.PDF,2026-01-30,已核实_排除
002726,ST龙大,山东龙大美食股份有限公司,龙大食品集团有限公司,2020,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002726,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司原控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2026-01-31/1224959245.PDF,2026-01-30,已核实_排除
002726,ST龙大,山东龙大美食股份有限公司,龙大食品集团有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002726,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,related_party_not_listed_entity,年度报告明确名单主体为上市公司原控股股东而非上市公司本体,https://static.cninfo.com.cn/finalpage/2026-01-31/1224959245.PDF,2026-01-30,已核实_排除
002746,仙坛股份,山东仙坛集团股份有限公司,山东仙坛股份有限公司,2014,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002746,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,direct_same_legal_entity,上市公司公告列明由旧全称变更为当前全称且证券代码保持不变,https://static.cninfo.com.cn/finalpage/2025-11-18/1224808717.PDF,2025-11-18,已核实
002746,仙坛股份,山东仙坛集团股份有限公司,山东仙坛股份有限公司,2018,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002746,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,direct_same_legal_entity,上市公司公告列明由旧全称变更为当前全称且证券代码保持不变,https://static.cninfo.com.cn/finalpage/2025-11-18/1224808717.PDF,2025-11-18,已核实
002746,仙坛股份,山东仙坛集团股份有限公司,山东仙坛股份有限公司,2020,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002746,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,direct_same_legal_entity,上市公司公告列明由旧全称变更为当前全称且证券代码保持不变,https://static.cninfo.com.cn/finalpage/2025-11-18/1224808717.PDF,2025-11-18,已核实
002746,仙坛股份,山东仙坛集团股份有限公司,山东仙坛股份有限公司,2023,monitor_pass,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002746,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf,direct_same_legal_entity,上市公司公告列明由旧全称变更为当前全称且证券代码保持不变,https://static.cninfo.com.cn/finalpage/2025-11-18/1224808717.PDF,2025-11-18,已核实
300119,瑞普生物,瑞普生物股份有限公司,天津瑞普生物技术股份有限公司,2021,recognition,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300119,https://xccys.moa.gov.cn/gzdt/202201/t20220113_6386872.htm,direct_same_legal_entity,上市公司更名公告明确法律主体不变且证券代码保持不变,https://static.cninfo.com.cn/finalpage/2024-12-14/1222017500.PDF,2024-12-13,已核实
300138,晨光生物,晨光生物科技集团股份有限公司,晨光生物科技集团腾冲有限公司,2021,recognition,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300138,https://xccys.moa.gov.cn/gzdt/202201/t20220113_6386872.htm,related_party_not_listed_entity,法定披露明确名单主体为上市公司全资子公司,https://static.cninfo.com.cn/finalpage/2024-04-18/1219651001.PDF,2024-04-17,已核实_排除
300138,晨光生物,晨光生物科技集团股份有限公司,晨光生物科技集团莎车有限公司,2021,recognition,证券简称核心词出现在官方名单名称中，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,0,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300138,https://xccys.moa.gov.cn/gzdt/202201/t20220113_6386872.htm,related_party_not_listed_entity,法定披露明确名单主体为上市公司全资子公司,https://static.cninfo.com.cn/finalpage/2025-04-08/1223021068.PDF,2025-04-07,已核实_排除
300189,神农种业,海南神农种业科技股份有限公司,海南神农大丰种业科技股份有限公司,2014,monitor_pass,剔除常见公司后缀后的名称相似度=0.889，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300189,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,direct_same_legal_entity,2024年年度报告明确名单名称为当前上市公司的原名,https://static.cninfo.com.cn/finalpage/2025-04-26/1223326682.PDF,2025-04-24,已核实
300189,神农种业,海南神农种业科技股份有限公司,海南神农基因科技股份有限公司,2018,monitor_pass,剔除常见公司后缀后的名称相似度=0.750，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300189,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm,direct_same_legal_entity,2024年年度报告明确名单名称为当前上市公司的原名,https://static.cninfo.com.cn/finalpage/2025-04-26/1223326682.PDF,2025-04-24,已核实
300189,神农种业,海南神农种业科技股份有限公司,海南神农科技股份有限公司,2020,monitor_pass,剔除常见公司后缀后的名称相似度=0.857，但当前法人全称不一致,待人工核实母集团/子公司/更名/无关同名；不得直接赋值,1,https://www.szse.cn/api/report/index/companyGeneralization?secCode=300189,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf,direct_same_legal_entity,2024年年度报告明确名单名称为当前上市公司的原名,https://static.cninfo.com.cn/finalpage/2025-04-26/1223326682.PDF,2025-04-24,已核实
