股票代码,公司全称,年份,行业分类代码,行业分类名称,涉农业务_保守不重叠口径,工作表采用涉农业务营业收入_元,工作表采用收入公式,严格口径营业收入_元,严格口径收入公式,严格口径收入下界_元,严格口径收入上界_元,严格口径上下界公式,扩展口径营业收入_元,扩展口径收入公式,扩展口径收入下界_元,扩展口径收入上界_元,扩展口径上下界公式,营业成本反核值_元,营业成本反核公式或说明,公司营业收入_元,公司营业收入公式,严格口径下界原始未四舍五入比例,严格口径上界原始未四舍五入比例,扩展口径下界原始未四舍五入比例,扩展口径上界原始未四舍五入比例,工作表采用涉农收入占比,严格口径收入占比,扩展口径收入占比,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,金额精度或补充证据说明,复核说明,待核实点,年报主营业务证据PDF页序号,公司营业收入证据PDF页序号,年报链接,记录类型,复核日期
002385,北京大北农科技集团股份有限公司,2019,待核实,待核实,生猪养殖（严格）；饲料、种子、植保、动保及生猪（扩展）,15769199151.45,"采用可确认扩展下界：饲料13,040,242,947.18+养殖1,946,870,552.43+种业403,122,787.02+植保160,496,326.65+疫苗105,855,283.59+兽药112,611,254.58",1946870552.43,"养殖产品1,946,870,552.43",1946870552.43,1946870552.43,"养殖产品1,946,870,552.43",,,15769199151.45,16577901766.95,"饲料13,040,242,947.18+养殖1,946,870,552.43+种业403,122,787.02+植保160,496,326.65+疫苗105,855,283.59+兽药112,611,254.58；上界再加未拆其他产品808,702,615.50",10537540704.50,"仅为饲料产品营业成本哨兵10,537,540,704.50；不代表全部纳入产品成本",16577901766.95,合并利润表营业收入,0.1174376938528683878340563109,0.1174376938528683878340563109,0.9512180354987840543991407283,1,0.95121804,0.11743769,,否,是,否,否（同一分产品维度；2015生猪为其他产品的已披露子项，其余其他产品只进上界；原料贸易排除）,,饲料、种业、植保、疫苗/兽药属于农业投入品；原料贸易排除，其他产品不自动纳入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,22|23,114,https://static.cninfo.com.cn/finalpage/2020-04-25/1207606775.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
002385,北京大北农科技集团股份有限公司,2020,待核实,待核实,生猪养殖（严格）；饲料、种子、植保、动保及生猪（扩展）,21287673906.09,"采用可确认扩展下界：饲料16,586,626,988.53+养猪3,801,389,615.30+种业407,750,744.08+植保165,439,803.45+疫苗155,563,601.68+兽药170,903,153.05",3801389615.30,"养猪产品3,801,389,615.30",3801389615.30,3801389615.30,"养猪产品3,801,389,615.30",,,21287673906.09,21446614394.85,"饲料16,586,626,988.53+养猪3,801,389,615.30+种业407,750,744.08+植保165,439,803.45+疫苗155,563,601.68+兽药170,903,153.05；上界再加未拆其他产品158,940,488.76",13972763411.53,"仅为饲料产品营业成本哨兵13,972,763,411.53；不代表全部纳入产品成本",22813861332.61,合并利润表营业收入,0.1666263137080751827828316064,0.1666263137080751827828316064,0.9331026254490958698037225152,0.9400694640058294199750352043,0.93310263,0.16662631,,否,是,否,否（同一分产品维度；2015生猪为其他产品的已披露子项，其余其他产品只进上界；原料贸易排除）,,饲料、种业、植保、疫苗/兽药属于农业投入品；原料贸易排除，其他产品不自动纳入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,23|24,125,https://static.cninfo.com.cn/finalpage/2021-04-21/1209740305.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
002385,北京大北农科技集团股份有限公司,2021,待核实,待核实,生猪养殖（严格）；饲料、种子、植保、动保及生猪（扩展）,28487254694.88,"采用可确认扩展下界：饲料22,694,759,023.57+养猪4,698,825,465.49+种业560,624,798.88+植保180,913,268.66+疫苗132,031,888.53+兽药220,100,249.75",4698825465.49,"养猪产品4,698,825,465.49",4698825465.49,4698825465.49,"养猪产品4,698,825,465.49",,,28487254694.88,28639050275.75,"饲料22,694,759,023.57+养猪4,698,825,465.49+种业560,624,798.88+植保180,913,268.66+疫苗132,031,888.53+兽药220,100,249.75；上界再加未拆其他产品151,795,580.87",19701979391.85,"仅为饲料产品营业成本哨兵19,701,979,391.85；不代表全部纳入产品成本",31328078121.44,合并利润表营业收入,0.1499876707174789742310190038,0.1499876707174789742310190038,0.9093202137856064211113096763,0.9141655662608390349795384062,0.90932021,0.14998767,,否,是,否,否（同一分产品维度；2015生猪为其他产品的已披露子项，其余其他产品只进上界；原料贸易排除）,,饲料、种业、植保、疫苗/兽药属于农业投入品；原料贸易排除，其他产品不自动纳入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,21|22|23,163,https://static.cninfo.com.cn/finalpage/2022-04-23/1213062376.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
002385,北京大北农科技集团股份有限公司,2022,待核实,待核实,生猪养殖（严格）；饲料、种子、植保、动保及生猪（扩展）,29182077314.27,"采用可确认扩展下界：饲料22,289,989,903.12+养猪5,466,675,036.26+种业944,296,539.35+植保192,481,323.29+疫苗123,017,853.82+兽药165,616,658.43",5466675036.26,"养猪产品5,466,675,036.26",5466675036.26,5466675036.26,"养猪产品5,466,675,036.26",,,29182077314.27,29317918281.18,"饲料22,289,989,903.12+养猪5,466,675,036.26+种业944,296,539.35+植保192,481,323.29+疫苗123,017,853.82+兽药165,616,658.43；上界再加未拆其他产品135,840,966.91",19722434633.68,"仅为饲料产品营业成本哨兵19,722,434,633.68；不代表全部纳入产品成本",32396746022.43,合并利润表营业收入,0.1687414851008532921543373726,0.1687414851008532921543373726,0.9007718643738382577711603467,0.9049649079225931244852873871,0.90077186,0.16874149,,否,是,否,否（同一分产品维度；2015生猪为其他产品的已披露子项，其余其他产品只进上界；原料贸易排除）,,饲料、种业、植保、疫苗/兽药属于农业投入品；原料贸易排除，其他产品不自动纳入。,2022逐公司行业分类待核实；收入结论仅据年报，不用相邻年份外推。,17|18,188,https://static.cninfo.com.cn/finalpage/2023-04-26/1216590026.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2014,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,2277338392.81,"采用可确认扩展下界：生物制品1,184,809,694.59+化药460,488,796.89+饲料632,039,901.33",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,2277338392.81,"生物制品1,184,809,694.59+化药460,488,796.89+饲料632,039,901.33",2277338392.81,2277338392.81,"生物制品1,184,809,694.59+化药460,488,796.89+饲料632,039,901.33",1395811157.44,"516,686,398.43+382,257,129.88+496,867,629.13",4035441262.62,合并利润表营业收入,0,0,0.5643344171317324111204783298,0.5643344171317324111204783298,0.56433442,0.00000000,0.56433442,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,14|15,55,https://static.cninfo.com.cn/finalpage/2015-03-24/1200732413.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2015,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,2456203878.77,"采用可确认扩展下界：生物制品1,247,947,421.80+化药552,141,944.92+饲料656,114,512.05",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,2456203878.77,"生物制品1,247,947,421.80+化药552,141,944.92+饲料656,114,512.05",2456203878.77,2456203878.77,"生物制品1,247,947,421.80+化药552,141,944.92+饲料656,114,512.05",1445992230.95,"514,979,753.51+422,698,788.11+508,313,689.33",4234189943.05,合并利润表营业收入,0,0,0.5800882605187831525143417125,0.5800882605187831525143417125,0.58008826,0.00000000,0.58008826,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,14,59,https://static.cninfo.com.cn/finalpage/2016-03-29/1202090718.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2018,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,3280767062.18,"采用可确认扩展下界：生物制品1,257,114,943.58+兽药903,678,109.63+饲料1,119,974,008.97",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,3280767062.18,"生物制品1,257,114,943.58+兽药903,678,109.63+饲料1,119,974,008.97",3280767062.18,3280767062.18,"生物制品1,257,114,943.58+兽药903,678,109.63+饲料1,119,974,008.97",2021013587.53,"542,372,088.53+608,673,130.14+869,968,368.86",4434238007.41,合并利润表营业收入,0,0,0.7398716660444367114734761571,0.7398716660444367114734761571,0.73987167,0.00000000,0.73987167,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,12,69,https://static.cninfo.com.cn/finalpage/2019-04-30/1206160361.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2019,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,2896991893.67,"采用可确认扩展下界：生物制品1,139,587,558.42+兽药811,089,632.12+饲料946,314,703.13",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,2896991893.67,"生物制品1,139,587,558.42+兽药811,089,632.12+饲料946,314,703.13",2896991893.67,2896991893.67,"生物制品1,139,587,558.42+兽药811,089,632.12+饲料946,314,703.13",1826265644.56,"535,956,656.86+562,833,751.45+727,475,236.25",4117720021.78,合并利润表营业收入,0,0,0.7035427076991247161810574011,0.7035427076991247161810574011,0.70354271,0.00000000,0.70354271,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,"采用2019年当年报告营业收入4,117,720,021.78元；2020年比较栏为4,135,737,308.30元，不以后续比较数覆盖。",生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,14,70,https://static.cninfo.com.cn/finalpage/2020-04-21/1207542030.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2020,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,3562916342.97,"采用可确认扩展下界：生物制品1,432,583,013.59+化药1,013,592,388.02+饲料1,116,740,941.36",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,3562916342.97,"生物制品1,432,583,013.59+化药1,013,592,388.02+饲料1,116,740,941.36",3562916342.97,3562916342.97,"生物制品1,432,583,013.59+化药1,013,592,388.02+饲料1,116,740,941.36",2330162402.31,"678,105,052.87+742,093,412.22+909,963,937.22",4998683678.48,合并利润表营业收入,0,0,0.7127709157330419019261134145,0.7127709157330419019261134145,0.71277092,0.00000000,0.71277092,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,13,60,https://static.cninfo.com.cn/finalpage/2021-03-31/1209489735.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2021,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,3787812595.53,"采用可确认扩展下界：生物制品1,428,974,398.94+化药1,257,014,527.93+饲料1,101,823,668.66",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,3787812595.53,"生物制品1,428,974,398.94+化药1,257,014,527.93+饲料1,101,823,668.66",3787812595.53,3787812595.53,"生物制品1,428,974,398.94+化药1,257,014,527.93+饲料1,101,823,668.66",2358992409.65,"598,243,510.80+867,069,596.43+893,679,302.42",5301571718.27,合并利润表营业收入,0,0,0.7144697453543140333981869206,0.7144697453543140333981869206,0.71446975,0.00000000,0.71446975,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类仍待核实，不影响本年年报收入复核。,13|14,67,https://static.cninfo.com.cn/finalpage/2022-04-15/1212920624.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
600195,中牧实业股份有限公司,2022,待核实,待核实,生物制品、兽药/化药、饲料等农业投入品（扩展）,3752083185.96,"采用可确认扩展下界：生物制品1,212,627,584.85+化药1,437,254,349.40+饲料1,102,201,251.71",0.00,0（未披露直接种植或养殖收入）,0.00,0.00,0（未披露直接种植或养殖收入）,3752083185.96,"生物制品1,212,627,584.85+化药1,437,254,349.40+饲料1,102,201,251.71",3752083185.96,3752083185.96,"生物制品1,212,627,584.85+化药1,437,254,349.40+饲料1,102,201,251.71",2576397101.07,"617,318,090.42+1,061,417,149.63+897,661,861.02",5891524963.89,合并利润表营业收入,0,0,0.6368611198216174991633928219,0.6368611198216174991633928219,0.63686112,0.00000000,0.63686112,否,是,否,否（同一分产品维度加总；单列贸易收入全部排除）,,生物制品、兽药/化药和饲料属于农业投入品；贸易为互斥单列产品，不计入。,2022逐公司行业分类待核实；收入结论仅据年报，不用相邻年份外推。,11|12,77,https://static.cninfo.com.cn/finalpage/2023-04-22/1216516931.PDF,第十四批G组新增跨年快速复核（未合并）,2026-08-11
