股票代码,公司全称,年份,公司营业收入_元,严格口径涉农业务,严格口径涉农收入_元,严格口径涉农收入占比,扩展口径涉农业务,扩展口径涉农收入_元,扩展口径涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,当年曾ST_已核实,最终回归样本资格_当前规则,纳入或剔除理由,主营业务证据PDF页序号,营业收入证据PDF页序号,年报链接,复核状态,复核日期
600873,梅花生物科技集团股份有限公司,2023,27760612259.07,无直接农业收入,0,0.00000000,动物营养氨基酸,14539372320.25,0.52374105,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,动物营养氨基酸作为饲料营养投入品，占52.37%，进入扩展样本；食品调味和人用医药产品未计入。,20,85,https://static.cninfo.com.cn/finalpage/2024-03-19/1219331307.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
600882,上海妙可蓝多食品科技股份有限公司,2023,4049033690.89,无,0,0.00000000,液态奶（披露口径上限）,333807051.35,0.08244116,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,奶酪和乳品贸易不计入；即使把液态奶全部作为原奶初加工，上限也仅8.24%。,23,108,https://static.cninfo.com.cn/finalpage/2024-03-26/1219403983.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
600887,内蒙古伊利实业集团股份有限公司,2023,126179458590.36,无单列直接农业收入,0,0.00000000,液体乳中可计原奶初加工收入未拆分,,,否（同一披露维度；不符合范围的业务未计入）,否,待核实,待核实,否,待核实,液体乳收入混合纯奶、酸奶和乳饮料，年报未提供可用于窄口径的收入拆分，不能整体计入。,19,80|88,https://static.cninfo.com.cn/finalpage/2024-04-30/1219916433.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
600962,国投中鲁果汁股份有限公司,2023,1486772095.82,无直接种植收入,0,0.00000000,浓缩果汁等初加工产品及饲料,1465319778.68,0.98557121,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,浓缩果汁、香料、果糖及饲料按农产品初加工和农业投入品口径合计占98.56%，进入扩展样本。,15,76,https://static.cninfo.com.cn/finalpage/2024-03-30/1219469902.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
600965,河北福成五丰食品股份有限公司,2023,1046278513.24,畜牧业,94077496,0.08991630,畜牧产品、牛肉和羊肉；乳制品可计部分未拆分,288899452.10,0.27612098,否（同一披露维度；不符合范围的业务未计入）,否,否,待核实,否,待核实,可确认畜牧及肉类初加工占27.61%；乳制品未拆分，加入后最高约32.91%，仅边界资格待核实。,19,86,https://static.cninfo.com.cn/finalpage/2024-06-19/1220391882.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
601933,永辉超市股份有限公司,2023,78642171577.01,无,0,0.00000000,商业零售不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营连锁超市零售，不因销售农产品而认定为农业生产或生产性服务企业。,13,123,https://static.cninfo.com.cn/finalpage/2024-04-27/1219878384.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
601996,广西丰林木业集团股份有限公司,2023,2340168069.79,林业,54610500,0.02333614,林业,54610500,0.02333614,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,直接林业收入仅占2.33%；人造板制造不属于本研究扩展范围。,14,79,https://static.cninfo.com.cn/finalpage/2024-03-27/1219410573.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603151,山东邦基科技股份有限公司,2023,1646620919.75,无直接农业收入,0,0.00000000,猪饲料,1563704637.81,0.94964458,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,猪配合料、浓缩料、预混料及其他饲料合计占94.96%，进入扩展样本。,15,81,https://static.cninfo.com.cn/finalpage/2024-04-27/1219879163.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603156,河北养元智汇饮品股份有限公司,2023,6161606002.64,无,0,0.00000000,植物蛋白饮料不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营核桃乳和功能性饮料，属于饮料制造，按规则排除。,17,80,https://static.cninfo.com.cn/finalpage/2024-04-24/1219766073.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603182,山东嘉华生物科技股份有限公司,2023,1694517065.04,无,0,0.00000000,大豆油和低温食用豆粕,360013903.30,0.21245812,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,只计大豆油和低温食用豆粕初加工收入，占21.25%；大豆蛋白和膳食纤维属于精深加工，未计入。,15,80,https://static.cninfo.com.cn/finalpage/2024-04-16/1219624836.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603237,浙江五芳斋实业股份有限公司,2023,2635308278.96,无,0,0.00000000,粽子等食品制造不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营粽子、月饼、糕点等食品制造，按进一步食品加工规则排除。,19,90,https://static.cninfo.com.cn/finalpage/2024-04-25/1219793360.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603288,佛山市海天调味食品股份有限公司,2023,24559312356.59,无,0,0.00000000,调味品不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营酱油、调味酱、蚝油等调味品，按既定规则排除。,17,79,https://static.cninfo.com.cn/finalpage/2024-04-27/1219879610.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603317,四川天味食品集团股份有限公司,2023,3148561102.73,无,0,0.00000000,复合调味料不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营火锅底料和川菜调料等复合调味品，按既定规则排除。,17,74,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428418.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603336,宏辉果蔬股份有限公司,2023,1085793266.42,无单列自营种植收入,0,0.00000000,水果、蔬菜分选包装及果蔬服务,911309501.72,0.83930296,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,水果和蔬菜经产地预冷、分选、包装等初加工及服务收入占83.93%，进入扩展样本；食品、食用油和肉类贸易未计入。,22,86|93,https://static.cninfo.com.cn/finalpage/2024-04-12/1219581219.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603345,安井食品集团股份有限公司,2023,14045234826.03,无,0,0.00000000,速冻调制食品不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营速冻调制食品、面米制品和菜肴制品，属于进一步食品加工。,17,95,https://static.cninfo.com.cn/finalpage/2024-04-27/1219879952.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603363,福建傲农生物科技集团股份有限公司,2023,19457641131.79,生猪养殖,5317595800,0.27329088,饲料、兽药动保和生猪养殖,16025043100,0.82358612,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,养殖占27.33%，未达严格门槛；饲料、兽药动保和养殖合计占82.36%，不依赖食品板块即可达到扩展门槛。,22,129,https://static.cninfo.com.cn/finalpage/2024-04-30/1219925622.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603517,绝味食品股份有限公司,2023,7261326839.39,无,0,0.00000000,休闲卤制食品不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营休闲卤制食品批发零售，属于进一步食品加工，按规则排除。,20,92,https://static.cninfo.com.cn/finalpage/2024-04-30/1219907586.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603609,禾丰食品股份有限公司,2023,35970261909.41,生猪,2575952500.43,0.07161339,饲料和生猪,19046358016.27,0.52950290,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,生猪收入占7.16%；仅饲料和生猪合计已占52.95%，不依赖肉禽板块的养殖加工拆分即可进入扩展样本。,23,90|96,https://static.cninfo.com.cn/finalpage/2024-03-30/1219462055.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603668,福建天马科技集团股份有限公司,2023,6997724943.38,水产养殖销售,274015847.89,0.03915785,饲料、水产养殖和动保（扣除内部抵销）,6817982484.15,0.97431416,是（饲料、养殖及食品间交易已按披露抵销）,否,是,否,否,是（扩展样本）,养殖仅占3.92%；饲料、养殖及动保扣除内部交易后占97.43%，进入扩展样本。,39,123,https://static.cninfo.com.cn/finalpage/2024-04-27/1219880792.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603708,家家悦集团股份有限公司,2023,17762968076.50,无,0,0.00000000,商业零售不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营超市零售和供应链商业，不因销售生鲜食品而纳入涉农生产样本。,13,89,https://static.cninfo.com.cn/finalpage/2024-04-20/1219703269.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
603896,浙江寿仙谷医药股份有限公司,2023,784347256.55,无单列种植收入,0,0.00000000,中药及保健食品不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营灵芝、铁皮石斛等中药及保健产品，未单列直接种植收入，产品加工收入不计入。,27,106,https://static.cninfo.com.cn/finalpage/2024-04-26/1219836795.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
605016,山东百龙创园生物科技股份有限公司,2023,868259729.58,无,0,0.00000000,食品配料不属于农业投入品,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营膳食纤维、益生元、甜味剂和淀粉糖等食品配料，不属于农业生产投入品。,23,96,https://static.cninfo.com.cn/finalpage/2024-04-27/1219881792.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
605179,浙江一鸣食品股份有限公司,2023,2643206392.54,无单列牧业收入,0,0.00000000,乳品中可计原奶初加工收入未拆分,,,否（同一披露维度；不符合范围的业务未计入）,否,否,待核实,否,待核实,乳品整体占48.67%，即使全部计入也达不到扩展50%门槛；纯奶、调制乳和酸奶未拆分，是否达到30%边界待核实。,22,100,https://static.cninfo.com.cn/finalpage/2024-04-23/1219742469.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
605198,烟台北方安德利果汁股份有限公司,2023,876104953.71,无直接种植收入,0,0.00000000,浓缩果汁、香精和果渣初加工,868537450.63,0.99136233,否（同一披露维度；不符合范围的业务未计入）,否,是,否,否,是（扩展样本）,浓缩果汁、香精和果渣等农产品初加工收入占99.14%，进入扩展样本。,13,69,https://static.cninfo.com.cn/finalpage/2024-03-07/1219251760.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
605337,浙江李子园食品股份有限公司,2023,1411901969.90,无,0,0.00000000,含乳饮料不属于原奶初加工,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营配制型、发酵型含乳饮料和其他饮料，按饮料制造规则排除。,18,120,https://static.cninfo.com.cn/finalpage/2024-04-26/1219817144.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
605338,中饮巴比食品股份有限公司,2023,1630233257.92,无,0,0.00000000,面点食品不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营包子、馒头等中式面点食品及加盟销售，属于进一步食品加工。,23,105,https://static.cninfo.com.cn/finalpage/2024-03-29/1219445909.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
605589,济南圣泉集团股份有限公司,2023,9119530536.67,无,0,0.00000000,生物质化工不属于扩展范围,0,0.00000000,否（同一披露维度；不符合范围的业务未计入）,否,否,否,否,否（低于30%或不属于扩展范围）,主营酚醛树脂、铸造材料、电子化学品及生物质化工，未达到农业生产或投入品范围。,23,108,https://static.cninfo.com.cn/finalpage/2024-04-19/1219669134.PDF,已人工复核（龙头独有剩余45家）,2026-08-10
