股票代码,公司全称,年份,行业分类代码,行业分类名称,分类标准口径,业务类别指纹,口径调整勾选,业务重大变化勾选,年报链接,年报主营业务表PDF页序号,当前复核状态,上一候选年份,与上一候选年文本相似度,业务类别指纹Jaccard,行业代码是否变化,是否跨分类标准,公司名称是否变化,年份是否连续,建议复核路径,分流原因
002086,山东东方海洋科技股份有限公司,2019,4.0,渔业,证监会2012年修订版,医药|水产|贸易零售,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-06-30/1207968688.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.870021,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
002086,山东东方海洋科技股份有限公司,2020,4.0,渔业,证监会2012年修订版,水产|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-05-07/1209935904.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.38895,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002086,山东东方海洋科技股份有限公司,2021,4.0,渔业,证监会2012年修订版,水产|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-30/1213266521.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.75056,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002086,山东东方海洋科技股份有限公司,2023,4.0,渔业,中国上市公司协会2023版,兽药|水产|贸易零售,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-30/1219924758.PDF,18,已人工复核（第一批）,2021,0.908268,0.666667,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002124,天邦食品股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,兽药|地产园林|屠宰肉制品|生猪|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-28/1213189424.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002124,天邦食品股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,兽药|屠宰肉制品|生猪,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-30/1219920450.PDF,19,已人工复核（第一批）,2021,0.605739,0.6,否,是,否,否,标准人工复核,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002157,江西正邦科技股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,兽药|种植|贸易零售|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-04-30/1213251585.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002157,江西正邦科技股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,兽药|畜牧其他|饲料,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-04-30/1219923507.PDF,17,已人工复核（第二批）,2021,0.617691,0.4,否,是,否,否,深度复核,业务类别指纹变化较大；候选年份不连续，不能视为插值
002200,云南交投生态科技股份有限公司,2013,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-02-27/63611258.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002200,云南交投生态科技股份有限公司,2014,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-29/1200932991.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.18272,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2015,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-30/1202280087.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.159913,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2016,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-04-27/1203405483.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.655986,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2017,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090415.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.600341,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2018,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-25/1206090431.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.78371,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2019,2.0,林业,证监会2012年修订版,地产园林|林业|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-04-09/1207468747.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.51049,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2020,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-06-10/1210211676.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.556757,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002200,云南交投生态科技股份有限公司,2021,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-05-31/1213551383.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.334942,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|屠宰肉制品|畜牧其他,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-19/63870251.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002234,山东民和牧业股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|屠宰肉制品|畜牧其他|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-03-20/1200718869.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.423582,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,家禽|畜牧其他|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2016-04-23/1202226091.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.102256,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|水产|畜牧其他,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-03-25/1203194868.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.59001,0.4,否,否,否,是,深度复核,业务类别指纹变化较大
002234,山东民和牧业股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|水产|畜牧其他,不适用,不适用,https://static.cninfo.com.cn/finalpage/2018-04-27/1204800904.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.873387,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|水产|畜牧其他|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-02-27/1205852140.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.476383,0.8,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|畜牧其他,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-04-21/1207538014.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.455686,0.6,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|畜牧其他,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-04-27/1209810808.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.64002,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|畜牧其他,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-03-26/1212685630.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.585621,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002234,山东民和牧业股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,家禽|屠宰肉制品|畜牧其他,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-03-19/1219328941.PDF,21,已人工复核（第二批）,2021,0.560709,1.0,否,是,否,否,快速表格核对,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002299,福建圣农发展股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-22/63884585.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002299,福建圣农发展股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|家禽,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767556.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.694786,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,家禽,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-25/1202227356.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.454949,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,家禽|水产,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-03-31/1203239273.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.50844,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-04-23/1204675125.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.380541,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
002299,福建圣农发展股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品,不适用,不适用,https://static.cninfo.com.cn/finalpage/2019-03-27/1205941353.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.567872,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品,不适用,未定位,https://static.cninfo.com.cn/finalpage/2020-03-28/1207418564.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.428716,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品,不适用,不适用,https://static.cninfo.com.cn/finalpage/2021-04-20/1209724366.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.327887,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-21/1213004638.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.64788,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002299,福建圣农发展股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,家禽|屠宰肉制品,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-03-28/1219428601.PDF,25,已人工复核（第三批）,2021,0.320285,1.0,否,是,否,否,标准人工复核,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002321,河南华英农业发展股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-10/63812942.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002321,河南华英农业发展股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-28/1200922602.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.445023,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,家禽|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2016-04-08/1202150635.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.138314,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,家禽|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-03-28/1203211798.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.529267,0.666667,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,家禽|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-05-26/1205007124.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.342665,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-17/1206042127.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.390163,0.75,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,家禽|畜牧其他|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-05-30/1207878541.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.56396,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,家禽|畜牧其他|饲料,不适用,不适用,https://static.cninfo.com.cn/finalpage/2021-08-07/1210688205.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.600463,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,家禽|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-04-30/1213266621.PDF,27,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.428946,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002321,河南华英农业发展股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,家禽|畜牧其他|饲料,勾选状态待核实,勾选状态待核实,https://static.cninfo.com.cn/finalpage/2024-04-20/1219690595.PDF,25,已人工复核（第三批）,2021,0.284345,1.0,否,是,否,否,标准人工复核,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002447,大连壹桥海洋苗业股份有限公司,2013,4.0,渔业,证监会2012年修订版,地产园林|水产,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-10/63812182.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002447,大连壹桥海洋苗业股份有限公司,2014,4.0,渔业,证监会2012年修订版,地产园林|水产|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-11/1200809393.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.715786,0.666667,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002447,大连壹桥海参股份有限公司,2015,4.0,渔业,证监会2012年修订版,水产,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-15/1202178469.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.182156,0.333333,否,否,是,是,深度复核,公司全称变化；业务类别指纹变化较大
002447,大连壹桥海参股份有限公司,2016,4.0,渔业,证监会2012年修订版,地产园林|水产,未定位,未定位,https://static.cninfo.com.cn/finalpage/2017-04-28/1203410822.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.680849,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|家禽|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-25/63915285.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002458,山东益生种畜禽股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,乳业|地产园林|家禽|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767909.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.857842,0.8,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,乳业|家禽,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-26/1202240523.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.182508,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,家禽,勾选状态待核实,不适用,https://static.cninfo.com.cn/finalpage/2017-03-21/1203179920.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.55213,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,家禽,勾选状态待核实,不适用,https://static.cninfo.com.cn/finalpage/2018-04-27/1204801962.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.751574,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,乳业|家禽|水产,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-02-20/1205842282.PDF,16,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.336051,0.333333,否,否,否,是,深度复核,业务类别指纹变化较大
002458,山东益生种畜禽股份有限公司,2019,3.0,畜牧业,证监会2012年修订版,乳业|家禽|生猪,勾选状态待核实,不适用,https://static.cninfo.com.cn/finalpage/2020-02-20/1207314355.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.392912,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2020,3.0,畜牧业,证监会2012年修订版,乳业|家禽|生猪,不适用,未定位,https://static.cninfo.com.cn/finalpage/2021-03-03/1209324835.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.710575,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2021,3.0,畜牧业,证监会2012年修订版,家禽|生猪|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2022-02-26/1212457495.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.636902,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002458,山东益生种畜禽股份有限公司,2023,3.0,畜牧业,中国上市公司协会2023版,家禽|生猪|畜牧其他,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2024-03-07/1219249443.PDF,20,已人工复核（第二批）,2021,0.477743,0.5,否,是,否,否,标准人工复核,文本和业务类别相似度分流；候选年份不连续，不能视为插值
002477,雏鹰农牧集团股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,地产园林|贸易零售,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2014-04-24/63905088.PDF,18,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002477,雏鹰农牧集团股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|家禽|屠宰肉制品|果蔬初加工|生猪|畜牧其他|种植|粮油初加工|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-24/1200895700.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.434483,0.222222,否,否,否,是,深度复核,业务类别指纹变化较大
002477,雏鹰农牧集团股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|果蔬初加工|生猪|畜牧其他|种植|粮油初加工|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-22/1202217863.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.305117,0.888889,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002477,雏鹰农牧集团股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,家禽|屠宰肉制品|生猪|粮油初加工|贸易零售,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-04-26/1203389401.PDF,20,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.39621,0.625,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002477,雏鹰农牧集团股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|生猪|粮油初加工|贸易零售,不适用,不适用,https://static.cninfo.com.cn/finalpage/2018-06-28/1205100412.PDF,23,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.884891,0.8,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002477,雏鹰农牧集团股份有限公司,2018,3.0,畜牧业,证监会2012年修订版,屠宰肉制品|水产|生猪|粮油初加工|贸易零售,勾选状态待核实,未定位,https://static.cninfo.com.cn/finalpage/2019-04-25/1206091330.PDF,21,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.389608,0.8,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002505,湖南大康牧业股份有限公司,2013,3.0,畜牧业,证监会2012年修订版,乳业|兽药|地产园林|屠宰肉制品|生猪|畜牧其他|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-15/63840513.PDF,22,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002505,湖南大康牧业股份有限公司,2014,3.0,畜牧业,证监会2012年修订版,地产园林|屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-17/1200848519.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.236898,0.625,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002505,湖南大康牧业股份有限公司,2015,3.0,畜牧业,证监会2012年修订版,乳业|屠宰肉制品|生猪|畜牧其他|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2016-04-26/1202245398.PDF,19,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.227791,0.714286,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002505,湖南大康国际农业食品股份有限公司,2016,3.0,畜牧业,证监会2012年修订版,乳业|屠宰肉制品|水产|生猪|畜牧其他|贸易零售|饲料,不适用,未定位,https://static.cninfo.com.cn/finalpage/2017-06-09/1203602818.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.55962,0.857143,否,否,是,是,深度复核,公司全称变化
002505,湖南大康国际农业食品股份有限公司,2017,3.0,畜牧业,证监会2012年修订版,水产|生猪|畜牧其他|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-06-14/1205058656.PDF,25,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.68087,0.571429,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2013,2.0,林业,证监会2012年修订版,林业|种植|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2014-04-23/63896122.PDF,17,年报及业务表已定位；收入、重叠和样本结论待人工复核,,,,首年,首年,首年,首年,首年锚点复核,该公司首次进入已核实行业候选，需要建立人工锚点
002679,福建金森林业股份有限公司,2014,2.0,林业,证监会2012年修订版,地产园林|林业|种植|贸易零售,不适用,未定位,https://static.cninfo.com.cn/finalpage/2015-04-17/1200848813.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2013,0.589836,0.75,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2015,2.0,林业,证监会2012年修订版,林业,不适用,不适用,https://static.cninfo.com.cn/finalpage/2016-04-23/1202230093.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2014,0.163124,0.25,否,否,否,是,深度复核,业务类别指纹变化较大
002679,福建金森林业股份有限公司,2016,2.0,林业,证监会2012年修订版,林业,不适用,不适用,https://static.cninfo.com.cn/finalpage/2017-04-26/1203388813.PDF,13,年报及业务表已定位；收入、重叠和样本结论待人工复核,2015,0.833007,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2017,2.0,林业,证监会2012年修订版,林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2018-04-27/1204806149.PDF,14,年报及业务表已定位；收入、重叠和样本结论待人工复核,2016,0.681093,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2018,2.0,林业,证监会2012年修订版,林业,不适用,未定位,https://static.cninfo.com.cn/finalpage/2019-04-25/1206091379.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2017,0.536347,1.0,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2019,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,不适用,https://static.cninfo.com.cn/finalpage/2020-04-29/1207666531.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2018,0.537731,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2020,2.0,林业,证监会2012年修订版,地产园林|林业,不适用,不适用,https://static.cninfo.com.cn/finalpage/2021-04-29/1209848726.PDF,12,年报及业务表已定位；收入、重叠和样本结论待人工复核,2019,0.670421,1.0,否,否,否,是,快速表格核对,文本和业务类别相似度分流
002679,福建金森林业股份有限公司,2021,2.0,林业,证监会2012年修订版,林业,不适用,不适用,https://static.cninfo.com.cn/finalpage/2022-04-30/1213253319.PDF,15,年报及业务表已定位；收入、重叠和样本结论待人工复核,2020,0.538734,0.5,否,否,否,是,标准人工复核,文本和业务类别相似度分流
