股票代码,公司全称,年份,行业分类代码,行业分类名称,严格口径涉农业务,严格口径正式涉农收入_元,严格口径收入下界_元,严格口径收入上界_元,严格口径上下界公式,严格口径下界占比_原始未四舍五入,严格口径上界占比_原始未四舍五入,扩展口径涉农业务,扩展口径正式涉农收入_元,扩展口径收入下界_元,扩展口径收入上界_元,扩展口径上下界公式,扩展口径下界占比_原始未四舍五入,扩展口径上界占比_原始未四舍五入,公司营业收入_元,公司营业收入公式,可确认种植或原奶外销收入_元,可确认种植或原奶外销成本_元_反向证据,混合种植或乳品收入_元_上界,混合种植或乳品成本_元_反向证据,审计其他业务收入_元_上界,审计其他业务成本_元_反向证据,深加工或排除类别,深加工类别收入_元_反向证据,深加工类别成本_元_反向证据,收入成本判别,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,纳入或剔除理由,待核实点,年报主营业务证据PDF页序号,公司营业收入证据PDF页序号,补充证据说明,年报链接,2022行业字段处理,记录类型,复核状态,复核日期
600543,甘肃莫高实业发展股份有限公司,2014,,,葡萄种植与葡萄酒合并披露；未拆农业种植收入及其他业务只作严格上界,,0.00,208316243.24,下界=0；上界=农业种植及加工混合收入207094660.23+审计其他业务1221583.01=208316243.24,0,0.640630685147275035174424879383637684356547775808347219688999,葡萄种植与葡萄酒加工合并披露；未拆项目只作扩展上界,,0.00,208316243.24,下界=0；上界=农业种植及加工混合收入207094660.23+审计其他业务1221583.01=208316243.24,0,0.640630685147275035174424879383637684356547775808347219688999,325173689.10,合并利润表营业收入,,,207094660.23,83562143.87,1221583.01,835461.98,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,,,可确认鲜食葡萄对应成本差额0.00；混合种植/加工成本83562143.87；葡萄酒成本0.00；其他业务成本835461.98，成本仅作反向核对,待核实,待核实,待核实,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,农业种植及加工品混合了可纳入的葡萄种植与应排除的葡萄酒，不能整体纳入或按成本估算。,葡萄种植外销与葡萄酒收入未拆；上下界跨越50%。,9,37,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2015-04-25/1200911002.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
600543,甘肃莫高实业发展股份有限公司,2015,,,葡萄种植与葡萄酒合并披露；未拆农业种植收入及其他业务只作严格上界,,0.00,208754783.51,下界=0；上界=农业种植及加工混合收入207237556.18+审计其他业务1517227.33=208754783.51,0,0.839559536086338713874001241578229824139446303934218168112684,葡萄种植与葡萄酒加工合并披露；未拆项目只作扩展上界,,0.00,208754783.51,下界=0；上界=农业种植及加工混合收入207237556.18+审计其他业务1517227.33=208754783.51,0,0.839559536086338713874001241578229824139446303934218168112684,248647980.92,合并利润表营业收入,,,207237556.18,83972366.49,1517227.33,286218.50,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,,,可确认鲜食葡萄对应成本差额0.00；混合种植/加工成本83972366.49；葡萄酒成本0.00；其他业务成本286218.50，成本仅作反向核对,待核实,待核实,待核实,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,农业种植及加工品混合了可纳入的葡萄种植与应排除的葡萄酒，不能整体纳入或按成本估算。,葡萄种植外销与葡萄酒收入未拆；上下界跨越50%。,9,39,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2016-04-23/1202229310.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
600543,甘肃莫高实业发展股份有限公司,2018,,,鲜食葡萄外销按行业与葡萄酒产品互斥差额确认；审计其他业务只作上界,,2910000.00,12006889.90,下界=鲜食葡萄外销2910000.00；上界=下界+审计其他业务9096889.90=12006889.90,0.0125928710707376082895938326704216214255868643436783309604560,0.0519591809179524311073816029528437783630592862751826394700883,鲜食葡萄外销同时纳入扩展口径；未拆其他业务只作上界,,2910000.00,12006889.90,下界=鲜食葡萄外销2910000.00；上界=下界+审计其他业务9096889.90=12006889.90,0.0125928710707376082895938326704216214255868643436783309604560,0.0519591809179524311073816029528437783630592862751826394700883,231083125.02,合并利润表营业收入,2910000.00,2667500.00,,,9096889.90,187912.07,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,186291785.58,61762784.42,可确认鲜食葡萄对应成本差额2667500.00；混合种植/加工成本0.00；葡萄酒成本61762784.42；其他业务成本187912.07，成本仅作反向核对,否,否,否,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,葡萄酒、药品和降解材料排除；仅确认可由互斥披露识别的鲜食葡萄外销，其他业务不估算。,审计其他业务未拆，只作上界；上下界均低于30%。,10|11,50,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2019-04-27/1206121314.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
600543,甘肃莫高实业发展股份有限公司,2019,,,鲜食葡萄外销按行业与葡萄酒产品互斥差额确认；审计其他业务只作上界,,3061002.20,11964200.35,下界=鲜食葡萄外销3061002.20；上界=下界+审计其他业务8903198.15=11964200.35,0.0172676149696763357862919509947156542569378632006125267325891,0.0674920145643367574192111607411323908265518309111377027263905,鲜食葡萄外销同时纳入扩展口径；未拆其他业务只作上界,,3061002.20,11964200.35,下界=鲜食葡萄外销3061002.20；上界=下界+审计其他业务8903198.15=11964200.35,0.0172676149696763357862919509947156542569378632006125267325891,0.0674920145643367574192111607411323908265518309111377027263905,177268383.93,合并利润表营业收入,3061002.20,243438.50,,,8903198.15,1491896.64,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,120654730.10,24370885.93,可确认鲜食葡萄对应成本差额243438.50；混合种植/加工成本0.00；葡萄酒成本24370885.93；其他业务成本1491896.64，成本仅作反向核对,否,否,否,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,葡萄酒、药品和降解材料排除；仅确认可由互斥披露识别的鲜食葡萄外销，其他业务不估算。,审计其他业务未拆，只作上界；上下界均低于30%。,10|11,53|54,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2020-04-25/1207606121.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
600543,甘肃莫高实业发展股份有限公司,2020,,,鲜食葡萄外销按行业与葡萄酒产品互斥差额确认；审计其他业务只作上界,,2793220.00,10401719.50,下界=鲜食葡萄外销2793220.00；上界=下界+审计其他业务7608499.50=10401719.50,0.0209954413884845209511467513197283146739202411685998725829370,0.0781852815394800685322680313631109420116755264562505217431677,鲜食葡萄外销同时纳入扩展口径；未拆其他业务只作上界,,2793220.00,10401719.50,下界=鲜食葡萄外销2793220.00；上界=下界+审计其他业务7608499.50=10401719.50,0.0209954413884845209511467513197283146739202411685998725829370,0.0781852815394800685322680313631109420116755264562505217431677,133039355.94,合并利润表营业收入,2793220.00,2557500.00,,,7608499.50,346211.23,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,76116098.54,18179727.80,可确认鲜食葡萄对应成本差额2557500.00；混合种植/加工成本0.00；葡萄酒成本18179727.80；其他业务成本346211.23，成本仅作反向核对,否,否,否,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,葡萄酒、药品和降解材料排除；仅确认可由互斥披露识别的鲜食葡萄外销，其他业务不估算。,审计其他业务未拆，只作上界；上下界均低于30%。,11,53,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2021-04-28/1209841830.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
600543,甘肃莫高实业发展股份有限公司,2021,,,鲜食葡萄外销按行业与葡萄酒产品互斥差额确认；审计其他业务只作上界,,0.00,14088522.18,下界=鲜食葡萄外销0.00；上界=下界+审计其他业务14088522.18=14088522.18,0,0.100344856091595456958048040035227015347186716065147764026973,鲜食葡萄外销同时纳入扩展口径；未拆其他业务只作上界,,0.00,14088522.18,下界=鲜食葡萄外销0.00；上界=下界+审计其他业务14088522.18=14088522.18,0,0.100344856091595456958048040035227015347186716065147764026973,140401040.26,合并利润表营业收入,,,,,14088522.18,1979155.85,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,48271996.96,14578583.26,可确认鲜食葡萄对应成本差额0.00；混合种植/加工成本0.00；葡萄酒成本14578583.26；其他业务成本1979155.85，成本仅作反向核对,否,否,否,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,葡萄酒、药品和降解材料排除；仅确认可由互斥披露识别的鲜食葡萄外销，其他业务不估算。,审计其他业务未拆，只作上界；上下界均低于30%。,11,55,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2022-06-14/1213688932.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
600543,甘肃莫高实业发展股份有限公司,2022,待核实,待核实,鲜食葡萄外销按行业与葡萄酒产品互斥差额确认；审计其他业务只作上界,,0.00,15841148.93,下界=鲜食葡萄外销0.00；上界=下界+审计其他业务15841148.93=15841148.93,0,0.146250773531658288836973824783315154029622368371798738538881,鲜食葡萄外销同时纳入扩展口径；未拆其他业务只作上界,,0.00,15841148.93,下界=鲜食葡萄外销0.00；上界=下界+审计其他业务15841148.93=15841148.93,0,0.146250773531658288836973824783315154029622368371798738538881,108314975.35,合并利润表营业收入,,,,,15841148.93,1224192.16,葡萄酒（金额字段仅列可分离的葡萄酒）；药品、环保材料等非农业类别另行排除,37196426.16,20394293.50,可确认鲜食葡萄对应成本差额0.00；混合种植/加工成本0.00；葡萄酒成本20394293.50；其他业务成本1224192.16，成本仅作反向核对,否,否,否,农业种植及加工品为行业维度，葡萄酒为产品维度；2018—2020仅取二者差额识别鲜食葡萄，不重复相加；其他业务为互斥收入层级,葡萄酒、药品和降解材料排除；仅确认可由互斥披露识别的鲜食葡萄外销，其他业务不估算。,审计其他业务未拆，只作上界；上下界均低于30%。2022行业分类字段仍待核实。,10|11,58,2018—2020年报说明农业种植及加工业务含葡萄酒和鲜食葡萄；行业收入减葡萄酒产品收入形成鲜食葡萄外销差额；2021—2022二者相等,https://static.cninfo.com.cn/finalpage/2023-04-28/1216663495.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
603156,河北养元智汇饮品股份有限公司,2018,,,未单列核桃种植或农业投入品收入；审计其他业务仅作严格上界,,0.00,2348029.41,下界=0；上界=审计其他业务2348029.41,0,0.000288305390526211035113910474883036765598539698679556920288635,未单列初加工或农业投入品收入；审计其他业务仅作扩展上界,,0.00,2348029.41,下界=0；上界=审计其他业务2348029.41,0,0.000288305390526211035113910474883036765598539698679556920288635,8144243871.80,合并利润表营业收入,,,,,2348029.41,0.00,核桃乳、其他植物蛋白饮料、功能性饮料等深加工饮料,8141895842.39,4075013891.63,深加工饮料主营成本4075013891.63为排除证据；其他业务成本0.00仅作上界反向证据,否,否,否,饮料主营业务明确排除；其他业务为互斥收入层级，只作上界，不叠加产品、地区或销售模式,核桃乳及植物饮料经过研磨、调配等多道工序，属于深加工；未披露可确认的种植、初加工或农业投入品收入。,审计其他业务未拆具体性质，只作上界；上界远低于30%。,15|16|26,75,主营产品均为饮料深加工；采购核桃仁不等于农业生产收入,https://static.cninfo.com.cn/finalpage/2019-04-09/1205999511.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
603156,河北养元智汇饮品股份有限公司,2019,,,未单列核桃种植或农业投入品收入；审计其他业务仅作严格上界,,0.00,3028433.34,下界=0；上界=审计其他业务3028433.34,0,0.000405994814279525169938046389053215826967976686530050636618559,未单列初加工或农业投入品收入；审计其他业务仅作扩展上界,,0.00,3028433.34,下界=0；上界=审计其他业务3028433.34,0,0.000405994814279525169938046389053215826967976686530050636618559,7459290694.08,合并利润表营业收入,,,,,3028433.34,209115.43,核桃乳、其他植物蛋白饮料、功能性饮料等深加工饮料,7456262260.74,3518020399.21,深加工饮料主营成本3518020399.21为排除证据；其他业务成本209115.43仅作上界反向证据,否,否,否,饮料主营业务明确排除；其他业务为互斥收入层级，只作上界，不叠加产品、地区或销售模式,核桃乳及植物饮料经过研磨、调配等多道工序，属于深加工；未披露可确认的种植、初加工或农业投入品收入。,审计其他业务未拆具体性质，只作上界；上界远低于30%。,16|17,80,主营产品均为饮料深加工；采购核桃仁不等于农业生产收入,https://static.cninfo.com.cn/finalpage/2020-04-18/1207528617.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
603156,河北养元智汇饮品股份有限公司,2020,,,未单列核桃种植或农业投入品收入；审计其他业务仅作严格上界,,0.00,2343445.37,下界=0；上界=审计其他业务2343445.37,0,0.000529339088982790006450996268636798611460688887940364313745487,未单列初加工或农业投入品收入；审计其他业务仅作扩展上界,,0.00,2343445.37,下界=0；上界=审计其他业务2343445.37,0,0.000529339088982790006450996268636798611460688887940364313745487,4427115659.46,合并利润表营业收入,,,,,2343445.37,342349.16,核桃乳、其他植物蛋白饮料、功能性饮料等深加工饮料,4424772214.09,2309625171.90,深加工饮料主营成本2309625171.90为排除证据；其他业务成本342349.16仅作上界反向证据,否,否,否,饮料主营业务明确排除；其他业务为互斥收入层级，只作上界，不叠加产品、地区或销售模式,核桃乳及植物饮料经过研磨、调配等多道工序，属于深加工；未披露可确认的种植、初加工或农业投入品收入。,审计其他业务未拆具体性质，只作上界；上界远低于30%。,14|15|16,73|74,主营产品均为饮料深加工；采购核桃仁不等于农业生产收入,https://static.cninfo.com.cn/finalpage/2021-04-26/1209800248.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
603156,河北养元智汇饮品股份有限公司,2021,,,未单列核桃种植或农业投入品收入；审计其他业务仅作严格上界,,0.00,4758813.51,下界=0；上界=审计其他业务4758813.51,0,0.000689087980356276504648758914777536291139081164896060773866793,未单列初加工或农业投入品收入；审计其他业务仅作扩展上界,,0.00,4758813.51,下界=0；上界=审计其他业务4758813.51,0,0.000689087980356276504648758914777536291139081164896060773866793,6905959247.09,合并利润表营业收入,,,,,4758813.51,59327.04,核桃乳、其他植物蛋白饮料、功能性饮料等深加工饮料,6901200433.58,3545171630.69,深加工饮料主营成本3545171630.69为排除证据；其他业务成本59327.04仅作上界反向证据,否,否,否,饮料主营业务明确排除；其他业务为互斥收入层级，只作上界，不叠加产品、地区或销售模式,核桃乳及植物饮料经过研磨、调配等多道工序，属于深加工；未披露可确认的种植、初加工或农业投入品收入。,审计其他业务未拆具体性质，只作上界；上界远低于30%。,14,72,2021成本采用2022年报追溯重述口径；2022年报提供上年同期产品/成本构成比较数，深加工主营成本3545171630.69，其他业务59327.04，合计3545230957.73；较2021原报增加31220097.23。收入及样本结论不受影响,https://static.cninfo.com.cn/finalpage/2022-04-23/1213053845.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
603156,河北养元智汇饮品股份有限公司,2022,待核实,待核实,未单列核桃种植或农业投入品收入；审计其他业务仅作严格上界,,0.00,4097367.97,下界=0；上界=审计其他业务4097367.97,0,0.000691792640679934651656586866647690148346507274835489719909767,未单列初加工或农业投入品收入；审计其他业务仅作扩展上界,,0.00,4097367.97,下界=0；上界=审计其他业务4097367.97,0,0.000691792640679934651656586866647690148346507274835489719909767,5922826767.82,合并利润表营业收入,,,,,4097367.97,426478.33,核桃乳、其他植物蛋白饮料、功能性饮料等深加工饮料,5918729399.85,3250718732.60,深加工饮料主营成本3250718732.60为排除证据；其他业务成本426478.33仅作上界反向证据,否,否,否,饮料主营业务明确排除；其他业务为互斥收入层级，只作上界，不叠加产品、地区或销售模式,核桃乳及植物饮料经过研磨、调配等多道工序，属于深加工；未披露可确认的种植、初加工或农业投入品收入。,审计其他业务未拆具体性质，只作上界；上界远低于30%。2022行业分类字段仍待核实。,13|14,74,主营产品均为饮料深加工；采购核桃仁不等于农业生产收入,https://static.cninfo.com.cn/finalpage/2023-06-21/1217107377.PDF,沿用v30原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十九批U组（未合并）,已人工复核（第十九批U组；主表未合并）,2026-08-11
