list_year,event_type,list_type,list_order,official_name_raw,official_name_normalized,rename_mark_in_source,document_name,document_number,document_date,publication_date,valid_from_rule,valid_until_rule,source_url,local_filename,source_pdf_page,extraction_status
2014,monitor_pass,第六次监测合格名单,19,北京市蟹岛绿色生态农庄有限公司,北京市蟹岛绿色生态农庄有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,20,中华棉花集团有限公司,中华棉花集团有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,21,中牧实业股份有限公司,中牧实业股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,22,中国种子集团有限公司,中国种子集团有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,23,中国土产畜产进出口总公司,中国土产畜产进出口总公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,24,国投中鲁果汁股份有限公司,国投中鲁果汁股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,25,北京华都集团有限责任公司,北京华都集团有限责任公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,26,北京八里桥农产品中心批发市场有限公司,北京八里桥农产品中心批发市场有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,27,北京奥瑞金种业股份有限公司,北京奥瑞金种业股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,28,北京御香苑畜牧有限公司,北京御香苑畜牧有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,29,北京金路易速冻食品有限公司,北京金路易速冻食品有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,30,北京艾莱发喜食品有限公司,北京艾莱发喜食品有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,31,北京中地种畜有限公司,北京中地种畜有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,32,北京御食园食品股份有限公司,北京御食园食品股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,33,北京粮食集团有限责任公司,北京粮食集团有限责任公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,34,金果园老农（北京）食品股份有限公司,金果园老农（北京）食品股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,35,北京旗舰食品集团有限公司,北京旗舰食品集团有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,36,北京市恒慧通肉类食品有限公司,北京市恒慧通肉类食品有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,37,国能生物发电集团有限公司,国能生物发电集团有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,38,中国食品集团公司,中国食品集团公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,39,北京屯玉种业有限责任公司,北京屯玉种业有限责任公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,40,天津宝迪农业科技股份有限公司,天津宝迪农业科技股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,41,天津挂月酿酒股份有限公司,天津挂月酿酒股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,42,大成万达（天津）有限公司,大成万达（天津）有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,43,天津海河乳业有限公司,天津海河乳业有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,44,天津市金钟农副产品有限公司,天津市金钟农副产品有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,45,天津利金粮油股份有限公司,天津利金粮油股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,46,天津市宁河原种猪场,天津市宁河原种猪场,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,47,天津市水产集团有限公司,天津市水产集团有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,48,天津梦得集团有限公司,天津梦得集团有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,49,天津津河乳业有限公司,天津津河乳业有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,50,天津华明乳业有限公司,天津华明乳业有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,51,天津市华旗食品有限公司,天津市华旗食品有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,52,天津众品食业有限公司,天津众品食业有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,15,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,53,*天津市傲绿农副产品集团股份有限公司,天津市傲绿农副产品集团股份有限公司,1,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,54,天津市红旗农贸综合批发市场有限公司,天津市红旗农贸综合批发市场有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,55,天津市月坛学生营养餐配送有限公司,天津市月坛学生营养餐配送有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,56,天津市富贵食品有限公司,天津市富贵食品有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,57,天津市宝坻区粮食购销有限公司,天津市宝坻区粮食购销有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,58,石家庄华牧牧业有限责任公司,石家庄华牧牧业有限责任公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,59,河北省晋州市长城经贸有限公司,河北省晋州市长城经贸有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
2014,monitor_pass,第六次监测合格名单,60,河北承德露露股份有限公司,河北承德露露股份有限公司,0,农业部关于公布第六次监测合格农业产业化国家重点龙头企业名单的通知,农经发〔2014〕9号,2014-09-01,待核实,延续既有资格；监测日不是首次取得资格日,至后续监测、取消或其他正式资格事件更新,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf,2014_monitor6.pdf,16,程序提取_官方声明数量校验通过_抽样版面复核
