股票代码,公司全称,年份,行业分类代码,行业分类名称,年报主营业务证据PDF页序号,公司营业收入证据PDF页序号,年报链接,记录类型,复核日期,涉农业务_保守不重叠口径,工作表采用涉农业务营业收入_元,严格口径营业收入_元,严格口径收入下界_元,严格口径收入上界_元,严格口径收入公式,扩展口径营业收入_元,扩展口径收入公式,扩展口径收入下界_元,加工混合项审计上限增量_元,加工混合项公式,扩展口径收入上界_元,公司营业收入_元,公司营业收入公式,营业成本反向证据_元,营业成本反向证据公式,收入成本列反核结论,工作表采用Decimal高精度门槛计算值,严格口径Decimal高精度门槛计算值,严格口径上界Decimal高精度门槛计算值,扩展口径Decimal高精度门槛计算值,扩展上界Decimal高精度门槛计算值,工作表采用涉农收入占比_8位,严格口径收入占比_8位,严格口径上界收入占比_8位,扩展口径收入占比_8位,扩展上界收入占比_8位,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,复核说明,口径变更或比较数说明,待核实点,2022行业字段处理,比例精度说明
002688,金河生物科技股份有限公司,2019,待核实,待核实,19|20,93,https://static.cninfo.com.cn/finalpage/2020-04-20/1207525817.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,兽药、兽用疫苗及药物饲料添加剂（扩展下界）,1178891620.66,0.00,0.00,0.00,0（无直接农业生产收入）,1178891620.66,"1060415186.97+86526906.29+31949527.40=1,178,891,620.66（兽用化学药品+兽用生物制品/疫苗+药物饲料添加剂）",1178891620.66,471607564.44,"淀粉及联产品/农产品加工业471,607,564.44",1650499185.10,1782364081.84,合并利润表‘营业收入’（非营业总收入）,600334642.26,"526819824.32+49826118.35+23688699.59=600,334,642.26（对应兽药投入品营业成本反核）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.66142020739274930764837971483748781825709953401156,0,0,0.66142020739274930764837971483748781825709953401156,0.92601685700271124354964071755118689314352436715170,0.66142021,0.00000000,0.00000000,0.66142021,0.92601686,否,是,否,否（兽药投入品使用互斥行业项目；农产品加工仅作上界）,"严格区间=[0.00000000, 0.00000000]，扩展下界=0.66142021，含全部加工混合项的审计上界=0.92601686。",,淀粉及联产品/农产品加工业可能含初加工与深加工，未拆分，仅作上界；环保及其他非农业用途排除。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
002688,金河生物科技股份有限公司,2020,待核实,待核实,19|20,99,https://static.cninfo.com.cn/finalpage/2021-03-31/1209485652.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,兽药、兽用疫苗及药物饲料添加剂（扩展下界）,1237758636.58,0.00,0.00,0.00,0（无直接农业生产收入）,1237758636.58,"935075133.24+268427474.37+34256028.97=1,237,758,636.58（兽用化学药品+兽用生物制品/疫苗+药物饲料添加剂）",1237758636.58,456087077.09,"淀粉及联产品/农产品加工业456,087,077.09",1693845713.67,1814638965.54,合并利润表‘营业收入’（非营业总收入）,682549641.62,"569172220.41+87551436.77+25825984.44=682,549,641.62（对应兽药投入品营业成本反核）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.68209636191277748991083752874674314869942115439052,0,0,0.68209636191277748991083752874674314869942115439052,0.93343400303649141489711956888105035968090369192106,0.68209636,0.00000000,0.00000000,0.68209636,0.93343400,否,是,否,否（兽药投入品使用互斥行业项目；农产品加工仅作上界）,"严格区间=[0.00000000, 0.00000000]，扩展下界=0.68209636，含全部加工混合项的审计上界=0.93343400。",2020年起按农业农村部公告第194号，部分原‘药物饲料添加剂’产品改列‘兽用化学药品’；本表按各年年报当期分类加总互斥兽药投入品项目。,淀粉及联产品/农产品加工业可能含初加工与深加工，未拆分，仅作上界；环保及其他非农业用途排除。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
002688,金河生物科技股份有限公司,2021,待核实,待核实,19|20,114,https://static.cninfo.com.cn/finalpage/2022-06-08/1213631360.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,兽药、兽用疫苗及药物饲料添加剂（扩展下界）,1390058882.52,0.00,0.00,0.00,0（无直接农业生产收入）,1390058882.52,"1066088143.18+291685464.31+32285275.03=1,390,058,882.52（兽用化学药品+兽用生物制品/疫苗+药物饲料添加剂）",1390058882.52,511220557.45,"淀粉及联产品/农产品加工业511,220,557.45",1901279439.97,2077988730.16,合并利润表‘营业收入’（非营业总收入）,816007375.83,"708058291.16+79865908.93+28083175.74=816,007,375.83（对应兽药投入品营业成本反核）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.66894437989226673968402000026754562810222397091809,0,0,0.66894437989226673968402000026754562810222397091809,0.91496138182790153000855579962583871764302870168940,0.66894438,0.00000000,0.00000000,0.66894438,0.91496138,否,是,否,否（兽药投入品使用互斥行业项目；农产品加工仅作上界）,"严格区间=[0.00000000, 0.00000000]，扩展下界=0.66894438，含全部加工混合项的审计上界=0.91496138。",2020年起按农业农村部公告第194号，部分原‘药物饲料添加剂’产品改列‘兽用化学药品’；本表按各年年报当期分类加总互斥兽药投入品项目。,淀粉及联产品/农产品加工业可能含初加工与深加工，未拆分，仅作上界；环保及其他非农业用途排除。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
002688,金河生物科技股份有限公司,2022,待核实,待核实,18|19|20,104,https://static.cninfo.com.cn/finalpage/2023-04-22/1216527591.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,兽药、兽用疫苗及药物饲料添加剂（扩展下界）,1333658832.29,0.00,0.00,0.00,0（无直接农业生产收入）,1333658832.29,"983933447.02+330166810.59+19558574.68=1,333,658,832.29（兽用化学药品+兽用生物制品/疫苗+药物饲料添加剂）",1333658832.29,566237431.43,"淀粉及联产品/农产品加工业566,237,431.43",1899896263.72,2122705317.42,合并利润表‘营业收入’（非营业总收入）,832126132.93,"707751261.96+107095582.84+17279288.13=832,126,132.93（对应兽药投入品营业成本反核）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.62828260773896262151287375277469709368736989914051,0,0,0.62828260773896262151287375277469709368736989914051,0.89503533445197714154977527695573882791503352713168,0.62828261,0.00000000,0.00000000,0.62828261,0.89503533,否,是,否,否（兽药投入品使用互斥行业项目；农产品加工仅作上界）,"严格区间=[0.00000000, 0.00000000]，扩展下界=0.62828261，含全部加工混合项的审计上界=0.89503533。",2020年起按农业农村部公告第194号，部分原‘药物饲料添加剂’产品改列‘兽用化学药品’；本表按各年年报当期分类加总互斥兽药投入品项目。,淀粉及联产品/农产品加工业可能含初加工与深加工，未拆分，仅作上界；环保及其他非农业用途排除。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2015,3.0,畜牧业,18|19,92,https://static.cninfo.com.cn/finalpage/2016-04-18/1202185591.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖（严格）；养殖+兽药投入品（扩展下界）,46627670134.90,46627670134.90,46627670134.90,46627670134.90,"养殖行业46,627,670,134.90（按当年证据作为严格口径）",47330548396.26,"养殖行业46,627,670,134.90+兽药投入品702,878,261.36",47330548396.26,857221277.97,"肉制品加工523,289,636.54+原奶及乳制品333,931,641.43",48187769674.23,48237369754.91,合并利润表‘营业收入’（非营业总收入）,37287562325.23,"同一分行业养殖营业成本37,287,562,325.23（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.96662961458742987520325399402093276218397501115153,0.96662961458742987520325399402093276218397501115153,0.96662961458742987520325399402093276218397501115153,0.98120085395912997115811174264147500172582187156932,0.99897174989158791577835363491244842703265092979639,0.96662961,0.96662961,0.96662961,0.98120085,0.99897175,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.96662961, 0.96662961]，扩展下界=0.98120085，含全部加工混合项的审计上界=0.99897175。",,肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作上界；下界已超过50%，不影响纳入结论。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2016,3.0,畜牧业,24|25,115,https://static.cninfo.com.cn/finalpage/2017-04-07/1203258370.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖（严格）；养殖+兽药投入品（扩展下界）,57557623514.21,57557623514.21,57557623514.21,57557623514.21,"养殖行业57,557,623,514.21（按当年证据作为严格口径）",58039269523.96,"养殖行业57,557,623,514.21+兽药投入品481,646,009.75",58039269523.96,1172604446.84,"肉制品加工782,570,361.91+原奶及乳制品390,034,084.93",59211873970.80,59355237219.15,合并利润表‘营业收入’（非营业总收入）,41191772615.54,"同一分行业养殖营业成本41,191,772,615.54（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.96971432026624890258043368607049716097756541974159,0.96971432026624890258043368607049716097756541974159,0.96971432026624890258043368607049716097756541974159,0.97782895399219423102649955336784558503972682374335,0.99758465714119416939582429393559840362550670710775,0.96971432,0.96971432,0.96971432,0.97782895,0.99758466,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.96971432, 0.96971432]，扩展下界=0.97782895，含全部加工混合项的审计上界=0.99758466。",,肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作上界；下界已超过50%，不影响纳入结论。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2017,3.0,畜牧业,24|25,117,https://static.cninfo.com.cn/finalpage/2018-04-10/1204596930.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖行业扣除肉鸡类（严格下界）；养殖严格下界+兽药投入品（扩展下界）,36496123664.45,36496123664.45,36496123664.45,54060357192.70,"下界=养殖行业54,060,357,192.70-肉鸡类17,564,233,528.25=36,496,123,664.45；上界=养殖行业54,060,357,192.70",36983466084.35,"下界=严格下界36,496,123,664.45+兽药投入品487,342,419.90；上界=养殖行业54,060,357,192.70+兽药投入品487,342,419.90+加工混合项",36983466084.35,675820267.45,"肉制品加工186,226,896.12+原奶及乳制品489,593,371.33",55223519880.05,55657160144.30,合并利润表‘营业收入’（非营业总收入）,43162391244.37,"同一分行业养殖营业成本43,162,391,244.37（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.65573097099866433869232163349150384761234663769295,0.65573097099866433869232163349150384761234663769295,0.97131001748094880294824758817316357907253074967953,0.66448712058726152213404640761506881380842231560943,0.99220872457154265586541596370746327044019224257005,0.65573097,0.65573097,0.97131002,0.66448712,0.99220872,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.65573097, 0.97131002]，扩展下界=0.66448712，含全部加工混合项的审计上界=0.99220872。",2017年报说明冰鲜鸡由肉制品加工调整至肉鸡类，且冰鲜鸡收入低于肉鸡类收入5%；2017年起不能把含鲜品的肉鸡类整项计入严格分子，采用‘养殖行业减肉鸡类’的保守下界。,2017年起肉鸡类含冰鲜鸡/鲜品，故养殖行业仅作严格上界；严格下界扣除整个肉鸡类。肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作扩展上界。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2018,3.0,畜牧业,32|34,133,https://static.cninfo.com.cn/finalpage/2019-04-10/1206003980.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖行业扣除肉鸡类（严格下界）；养殖严格下界+兽药投入品（扩展下界）,35507328634.29,35507328634.29,35507328634.29,55463643419.41,"下界=养殖行业55,463,643,419.41-肉鸡类19,956,314,785.12=35,507,328,634.29；上界=养殖行业55,463,643,419.41",36007418172.21,"下界=严格下界35,507,328,634.29+兽药投入品500,089,537.92；上界=养殖行业55,463,643,419.41+兽药投入品500,089,537.92+加工混合项",36007418172.21,824608540.54,"肉制品加工232,701,333.35+原奶及乳制品591,907,207.19",56788341497.87,57235997041.92,合并利润表‘营业收入’（非营业总收入）,46195918701.57,"同一分行业养殖营业成本46,195,918,701.57（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.62036708486591422182129326446871164581044351874619,0.62036708486591422182129326446871164581044351874619,0.96903428411997580490631820842270190039531129920614,0.62910441039120788122902035966770119375626436554844,0.99217877616909277745247681750336543993911595106402,0.62036708,0.62036708,0.96903428,0.62910441,0.99217878,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.62036708, 0.96903428]，扩展下界=0.62910441，含全部加工混合项的审计上界=0.99217878。",2017年报说明冰鲜鸡由肉制品加工调整至肉鸡类，且冰鲜鸡收入低于肉鸡类收入5%；2017年起不能把含鲜品的肉鸡类整项计入严格分子，采用‘养殖行业减肉鸡类’的保守下界。,2017年起肉鸡类含冰鲜鸡/鲜品，故养殖行业仅作严格上界；严格下界扣除整个肉鸡类。肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作扩展上界。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2019,3.0,畜牧业,23|24,115,https://static.cninfo.com.cn/finalpage/2020-04-24/1207587189.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖行业扣除肉鸡类（严格下界）；养殖严格下界+兽药投入品（扩展下界）,43901114432.49,43901114432.49,43901114432.49,70687031000.96,"下界=养殖行业70,687,031,000.96-肉鸡类26,785,916,568.47=43,901,114,432.49；上界=养殖行业70,687,031,000.96",44525907469.22,"下界=严格下界43,901,114,432.49+兽药投入品624,793,036.73；上界=养殖行业70,687,031,000.96+兽药投入品624,793,036.73+加工混合项",44525907469.22,1025839431.78,"肉制品加工297,540,415.47+原奶及乳制品728,299,016.31",72337663469.47,73120412619.72,合并利润表‘营业收入’（非营业总收入）,51093681786.93,"同一分行业养殖营业成本51,093,681,786.93（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.60039478525385419987077582735834152944171850911314,0.60039478525385419987077582735834152944171850911314,0.96672089869876177199881415680336826802639756650552,0.60893949957295116614838963591342968406317727247445,0.98929506655930851910223542698258676647433727644373,0.60039479,0.60039479,0.96672090,0.60893950,0.98929507,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.60039479, 0.96672090]，扩展下界=0.60893950，含全部加工混合项的审计上界=0.98929507。",2017年报说明冰鲜鸡由肉制品加工调整至肉鸡类，且冰鲜鸡收入低于肉鸡类收入5%；2017年起不能把含鲜品的肉鸡类整项计入严格分子，采用‘养殖行业减肉鸡类’的保守下界。,2017年起肉鸡类含冰鲜鸡/鲜品，故养殖行业仅作严格上界；严格下界扣除整个肉鸡类。肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作扩展上界。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2020,3.0,畜牧业,19|20,125,https://static.cninfo.com.cn/finalpage/2021-04-22/1209759675.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖行业扣除肉鸡类（严格下界）；养殖严格下界+兽药投入品（扩展下界）,48392549085.88,48392549085.88,48392549085.88,72686675695.28,"下界=养殖行业72,686,675,695.28-肉鸡类24,294,126,609.40=48,392,549,085.88；上界=养殖行业72,686,675,695.28",49143929547.58,"下界=严格下界48,392,549,085.88+兽药投入品751,380,461.70；上界=养殖行业72,686,675,695.28+兽药投入品751,380,461.70+加工混合项",49143929547.58,1204865315.26,"肉制品加工364,568,516.63+原奶及乳制品840,296,798.63",74642921472.24,74923760203.84,合并利润表‘营业收入’（非营业总收入）,58632493185.51,"同一分行业养殖营业成本58,632,493,185.51（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.64589055533547260842778396997268310560986629278195,0.64589055533547260842778396997268310560986629278195,0.97014185483385089470506864075319776088210426734846,0.65591915587094720376107822118566680841316129587011,0.99625167328980898604935652300016932347823287435384,0.64589056,0.64589056,0.97014185,0.65591916,0.99625167,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.64589056, 0.97014185]，扩展下界=0.65591916，含全部加工混合项的审计上界=0.99625167。",2017年报说明冰鲜鸡由肉制品加工调整至肉鸡类，且冰鲜鸡收入低于肉鸡类收入5%；2017年起不能把含鲜品的肉鸡类整项计入严格分子，采用‘养殖行业减肉鸡类’的保守下界。,2017年起肉鸡类含冰鲜鸡/鲜品，故养殖行业仅作严格上界；严格下界扣除整个肉鸡类。肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作扩展上界。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2021,3.0,畜牧业,22|23,196,https://static.cninfo.com.cn/finalpage/2022-04-16/1212943189.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖行业扣除肉鸡类（严格下界）；养殖严格下界+兽药投入品（扩展下界）,32933607000.84,,32217452466.68,62545041681.99,"下界=养殖行业62,545,041,681.99-肉鸡类30,327,589,215.31=32,217,452,466.68；上界=养殖行业62,545,041,681.99",32933607000.84,"下界=严格下界32,217,452,466.68+兽药投入品716,154,534.16；上界=养殖行业62,545,041,681.99+兽药投入品716,154,534.16+加工混合项",32933607000.84,1463464013.90,"肉制品加工401,125,950.86+原奶及乳制品1,062,338,063.04",64724660230.05,64954064169.73,合并利润表‘营业收入’（非营业总收入）,68694804948.38,"同一分行业养殖营业成本68,694,804,948.38（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.50702919704580662397683448586699490756721479873248,0.49600364316685868408925229912528963960537695485504,0.96291190522820808141606416407218845355122743018436,0.50702919704580662397683448586699490756721479873248,0.99646821268826920915094807818044430122852957672489,0.50702920,0.49600364,0.96291191,0.50702920,0.99646821,待核实,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.49600364, 0.96291191]，扩展下界=0.50702920，含全部加工混合项的审计上界=0.99646821。",2017年报说明冰鲜鸡由肉制品加工调整至肉鸡类，且冰鲜鸡收入低于肉鸡类收入5%；2017年起不能把含鲜品的肉鸡类整项计入严格分子，采用‘养殖行业减肉鸡类’的保守下界。,2017年起肉鸡类含冰鲜鸡/鲜品，故养殖行业仅作严格上界；严格下界扣除整个肉鸡类。肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作扩展上界。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
300498,温氏食品集团股份有限公司,2022,待核实,待核实,22|23,171,https://static.cninfo.com.cn/finalpage/2023-04-26/1216584900.PDF,第十三批E组新增跨年快速复核（未合并）,2026-08-11,养殖行业扣除肉鸡类（严格下界）；养殖严格下界+兽药投入品（扩展下界）,45660815049.96,45660815049.96,45660815049.96,81242414814.58,"下界=养殖行业81,242,414,814.58-肉鸡类35,581,599,764.62=45,660,815,049.96；上界=养殖行业81,242,414,814.58",46363942907.61,"下界=严格下界45,660,815,049.96+兽药投入品703,127,857.65；上界=养殖行业81,242,414,814.58+兽药投入品703,127,857.65+加工混合项",46363942907.61,1464231260.43,"肉制品加工448,541,829.67+原奶及乳制品1,015,689,430.76",83409773932.66,83708187230.99,合并利润表‘营业收入’（非营业总收入）,68753086760.13,"同一分行业养殖营业成本68,753,086,760.13（反向核对，不作收入分子）",收入分子取营业收入列；成本证据仅用于反向核对，未误作收入,0.54547609451821572634511065651849429555549928072908,0.54547609451821572634511065651849429555549928072908,0.97054323480204174285934992018067195670438525589921,0.55387584466105111847355865136336887957656307269694,0.99643507632644656035083054689216542192436576352670,0.54547609,0.54547609,0.97054323,0.55387584,0.99643508,是,是,否,否（采用互斥分行业/分产品项目；加工混合项只作上界）,"严格区间=[0.54547609, 0.97054323]，扩展下界=0.55387584，含全部加工混合项的审计上界=0.99643508。",2017年报说明冰鲜鸡由肉制品加工调整至肉鸡类，且冰鲜鸡收入低于肉鸡类收入5%；2017年起不能把含鲜品的肉鸡类整项计入严格分子，采用‘养殖行业减肉鸡类’的保守下界。,2017年起肉鸡类含冰鲜鸡/鲜品，故养殖行业仅作严格上界；严格下界扣除整个肉鸡类。肉制品加工及‘原奶及乳制品’含初/深加工未拆分，仅作扩展上界。,沿用v20原值；为待核实时不插值、不复制相邻年份,门槛采用Decimal 50位精度计算；8位值仅供显示
