股票代码,公司全称,年份,行业分类代码,行业分类名称,涉农业务_保守不重叠口径,工作表采用涉农业务营业收入_元,严格口径营业收入_元,扩展口径营业收入_元,深加工排除项_食品加工营业收入_元,仅作审计上限收入_元,公司营业收入_元,分子公式,工作表采用原始未四舍五入比例,严格口径原始未四舍五入比例,扩展口径原始未四舍五入比例,审计上限原始未四舍五入比例,比例精度说明,工作表采用涉农收入占比_8位,严格口径收入占比_8位,扩展口径收入占比_8位,审计上限收入占比_8位,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,复核说明,待核实点,年报主营业务证据PDF页序号,公司营业收入证据PDF页序号,年报链接,2022行业字段处理,记录类型,复核日期
600257,大湖健康产业股份有限公司,2014,4.0,渔业,水产品养殖（年报分行业‘农业’）,462151020.71,462151020.71,462151020.71,,,676466196.42,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.68318420514698214696639105714325414126064218095908,0.68318420514698214696639105714325414126064218095908,0.68318420514698214696639105714325414126064218095908,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.68318421,0.68318421,0.68318421,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.68318420514698214696639105714325414126064218095908；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,9,37,https://static.cninfo.com.cn/finalpage/2015-04-29/1200936245.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2015,4.0,渔业,水产品养殖（年报分行业‘农业’）,559827909.56,559827909.56,559827909.56,,,808924738.75,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.69206427092967924143610572696185823010225004074892,0.69206427092967924143610572696185823010225004074892,0.69206427092967924143610572696185823010225004074892,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.69206427,0.69206427,0.69206427,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.69206427092967924143610572696185823010225004074892；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,9|10,38,https://static.cninfo.com.cn/finalpage/2016-04-29/1202268444.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2016,4.0,渔业,水产品养殖（年报分行业‘农业’）,643076222.00,643076222.00,643076222.00,,,926193680.67,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.69432153924307124262297089680271787121477553840154,0.69432153924307124262297089680271787121477553840154,0.69432153924307124262297089680271787121477553840154,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.69432154,0.69432154,0.69432154,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.69432153924307124262297089680271787121477553840154；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,9|10,55,https://static.cninfo.com.cn/finalpage/2017-04-28/1203417570.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2017,4.0,渔业,水产品养殖（年报分行业‘农业’）,683047518.33,683047518.33,683047518.33,,,996570641.33,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.68539799388272232075387983876119390236863902577916,0.68539799388272232075387983876119390236863902577916,0.68539799388272232075387983876119390236863902577916,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.68539799,0.68539799,0.68539799,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.68539799388272232075387983876119390236863902577916；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,12,60,https://static.cninfo.com.cn/finalpage/2018-04-28/1204821710.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2018,4.0,渔业,水产品养殖（年报分行业‘农业’）,674309181.21,674309181.21,674309181.21,,,1070087927.39,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.63014371431577131644140975958123317259266589472405,0.63014371431577131644140975958123317259266589472405,0.63014371431577131644140975958123317259266589472405,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.63014371,0.63014371,0.63014371,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.63014371431577131644140975958123317259266589472405；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,10|11,59,https://static.cninfo.com.cn/finalpage/2019-04-30/1206167084.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2019,4.0,渔业,水产品养殖（年报分行业‘农业’）,781975466.36,781975466.36,781975466.36,,,1112490033.62,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.70290559261504730494845761097435043824424333362865,0.70290559261504730494845761097435043824424333362865,0.70290559261504730494845761097435043824424333362865,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.70290559,0.70290559,0.70290559,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.70290559261504730494845761097435043824424333362865；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,10,54,https://static.cninfo.com.cn/finalpage/2020-06-12/1207919493.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2020,4.0,渔业,水产品养殖（年报分行业‘农业’）,605869922.58,605869922.58,605869922.58,,,936517809.75,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.64693902910584771182991376101804026583809449011923,0.64693902910584771182991376101804026583809449011923,0.64693902910584771182991376101804026583809449011923,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.64693903,0.64693903,0.64693903,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.64693902910584771182991376101804026583809449011923；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,12,57,https://static.cninfo.com.cn/finalpage/2023-07-22/1217360305.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600257,大湖健康产业股份有限公司,2021,4.0,渔业,水产品养殖（年报分行业‘农业’）,753357255.35,753357255.35,753357255.35,,,1292312436.98,严格=扩展=分行业农业；不与重叠的分产品水产品相加；白酒、药品/医药贸易、保健品、医疗服务、餐饮及其他不计入,0.58295287872530089840380141599463383352078091675165,0.58295287872530089840380141599463383352078091675165,0.58295287872530089840380141599463383352078091675165,,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,0.58295288,0.58295288,0.58295288,,是,是,否,否（只使用同一分行业维度，不与分产品或分地区收入相加）,农业分行业Decimal高精度门槛计算值=0.58295287872530089840380141599463383352078091675165；沿用已核实2023年的水产品养殖口径。非涉农健康产业收入全部排除。,,17|18,69,https://static.cninfo.com.cn/finalpage/2023-07-22/1217360304.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2013,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,91161714.90,115107898.19,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.79196750469308521391220096258452931795296470090121,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.79196750,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.79196750469308521391220096258452931795296470090121；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,11,42,https://static.cninfo.com.cn/finalpage/2014-03-25/63720145.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2014,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,105084806.54,111809729.71,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.93985386435114028682325485607329441061395443024544,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.93985386,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.93985386435114028682325485607329441061395443024544；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,12,39,https://static.cninfo.com.cn/finalpage/2015-04-24/1200898900.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2015,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,51786943.18,57865834.04,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.89494853118684954497546891315834562193756984687194,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.89494853,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.89494853118684954497546891315834562193756984687194；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,10|12,45,https://static.cninfo.com.cn/finalpage/2018-05-10/1204926781.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2016,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,60325334.56,68031962.23,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.88672048523390062447710763317784726492372995309972,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.88672049,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.88672048523390062447710763317784726492372995309972；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,10,50,https://static.cninfo.com.cn/finalpage/2018-05-10/1204926780.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2017,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,57973075.68,65318509.11,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.88754438014453327745281723255792786725471542226999,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.88754438,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.88754438014453327745281723255792786725471542226999；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,11|12,58,https://static.cninfo.com.cn/finalpage/2018-04-11/1204600387.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2018,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,36067770.69,42555553.09,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.84754557445701383081236790006904360974432819902518,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.84754557,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.84754557445701383081236790006904360974432819902518；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,10|11,53,https://static.cninfo.com.cn/finalpage/2019-04-20/1206058895.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2019,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,15537236.35,22029368.39,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.70529649670087522650030911757792797980441780609762,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.70529650,待核实,待核实,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.70529649670087522650030911757792797980441780609762；因自产与外购收入未拆分，不能据此判定50%或30%门槛。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,9|10,49,https://static.cninfo.com.cn/finalpage/2020-04-18/1207523733.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2020,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,24540173.32,118584175.06,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.20694307067181110599024982583540350514624560731839,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.20694307,否,否,否,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.20694307067181110599024982583540350514624560731839，低于30%；即使全部计入也不达边界。果酒、钢材/建材、皮棉、润滑油脂及其他化工产品均排除。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,13|14,55,https://static.cninfo.com.cn/finalpage/2021-04-27/1209808182.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
600506,统一低碳科技(新疆)股份有限公司,2021,1.0,农业,果品销售（仅作审计上限，正式分子待拆分自产与外购）,,,,,128338572.20,349536461.22,审计上限=分产品果品销售；正式严格/扩展分子=自产果品对应收入（年报未拆分）,,,,0.36716791075830872943802014269302671862760011723620,比例门槛采用Decimal 50位精度计算；文本值为高精度计算值，不表示无限精度小数,,,,0.36716791,否,否,待核实,否（果品产品收入仅作上限；未与行业、地区或销售模式收入相加）,果品收入审计上限Decimal高精度门槛计算值=0.36716791075830872943802014269302671862760011723620，低于50%，故严格及扩展均为否；自产部分能否达到30%无法由年报拆分。,年报同时披露自产果品与外购果品购销，但未分别披露收入；不能把全部果品销售直接视为农业生产或初加工收入。,13|14,73,https://static.cninfo.com.cn/finalpage/2022-04-20/1212984186.PDF,v20无该公司2022公司—年份行；未新增、未插值、未复制相邻年份,第十一批C组新增跨年快速复核（未合并）,2026-08-11
