stock_code,exchange,listed_legal_full_name,official_list_name,list_year,event_type,list_type,document_date,match_method,leading_firm_direct_match,temporal_caution,exchange_source_url,moa_source_url
000735,深圳证券交易所,罗牛山股份有限公司,罗牛山股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000735,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
000735,深圳证券交易所,罗牛山股份有限公司,罗牛山股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000735,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
000735,深圳证券交易所,罗牛山股份有限公司,罗牛山股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000735,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
000735,深圳证券交易所,罗牛山股份有限公司,罗牛山股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000735,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
000848,深圳证券交易所,承德露露股份公司,承德露露股份公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000848,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
000860,深圳证券交易所,北京顺鑫农业股份有限公司,北京顺鑫农业股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000860,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
000860,深圳证券交易所,北京顺鑫农业股份有限公司,北京顺鑫农业股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000860,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
000860,深圳证券交易所,北京顺鑫农业股份有限公司,北京顺鑫农业股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000860,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
000860,深圳证券交易所,北京顺鑫农业股份有限公司,北京顺鑫农业股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000860,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
000910,深圳证券交易所,大亚圣象家居股份有限公司,大亚圣象家居股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000910,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
000910,深圳证券交易所,大亚圣象家居股份有限公司,大亚圣象家居股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000910,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
000910,深圳证券交易所,大亚圣象家居股份有限公司,大亚圣象家居股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000910,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
000998,深圳证券交易所,袁隆平农业高科技股份有限公司,袁隆平农业高科技股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000998,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
000998,深圳证券交易所,袁隆平农业高科技股份有限公司,袁隆平农业高科技股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000998,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
000998,深圳证券交易所,袁隆平农业高科技股份有限公司,袁隆平农业高科技股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000998,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
000998,深圳证券交易所,袁隆平农业高科技股份有限公司,袁隆平农业高科技股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=000998,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
001201,深圳证券交易所,东瑞食品集团股份有限公司,东瑞食品集团股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=001201,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
001201,深圳证券交易所,东瑞食品集团股份有限公司,东瑞食品集团股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=001201,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
001201,深圳证券交易所,东瑞食品集团股份有限公司,东瑞食品集团股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=001201,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002041,深圳证券交易所,山东登海种业股份有限公司,山东登海种业股份有限公司,2019,recognition,第六批新认定名单,2019-11-26,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002041,https://www.moa.gov.cn/nybgb/2019/201912/202004/P020200410023357640054.pdf
002041,深圳证券交易所,山东登海种业股份有限公司,山东登海种业股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002041,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002069,深圳证券交易所,獐子岛集团股份有限公司,獐子岛集团股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002069,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002069,深圳证券交易所,獐子岛集团股份有限公司,獐子岛集团股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002069,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002086,深圳证券交易所,山东东方海洋科技股份有限公司,山东东方海洋科技股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002086,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002086,深圳证券交易所,山东东方海洋科技股份有限公司,山东东方海洋科技股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002086,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002100,深圳证券交易所,天康生物股份有限公司,天康生物股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002100,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002100,深圳证券交易所,天康生物股份有限公司,天康生物股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002100,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002100,深圳证券交易所,天康生物股份有限公司,天康生物股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002100,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002124,深圳证券交易所,天邦食品股份有限公司,天邦食品股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002124,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002124,深圳证券交易所,天邦食品股份有限公司,天邦食品股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002124,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002124,深圳证券交易所,天邦食品股份有限公司,天邦食品股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002124,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002166,深圳证券交易所,桂林莱茵生物科技股份有限公司,桂林莱茵生物科技股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002166,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002166,深圳证券交易所,桂林莱茵生物科技股份有限公司,桂林莱茵生物科技股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002166,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002166,深圳证券交易所,桂林莱茵生物科技股份有限公司,桂林莱茵生物科技股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002166,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002166,深圳证券交易所,桂林莱茵生物科技股份有限公司,桂林莱茵生物科技股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002166,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002216,深圳证券交易所,三全食品股份有限公司,三全食品股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002216,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002216,深圳证券交易所,三全食品股份有限公司,三全食品股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002216,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002216,深圳证券交易所,三全食品股份有限公司,三全食品股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002216,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002216,深圳证券交易所,三全食品股份有限公司,三全食品股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002216,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002234,深圳证券交易所,山东民和牧业股份有限公司,山东民和牧业股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002234,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002234,深圳证券交易所,山东民和牧业股份有限公司,山东民和牧业股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002234,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002234,深圳证券交易所,山东民和牧业股份有限公司,山东民和牧业股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002234,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002234,深圳证券交易所,山东民和牧业股份有限公司,山东民和牧业股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002234,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002286,深圳证券交易所,保龄宝生物股份有限公司,保龄宝生物股份有限公司,2016,replacement,第七次监测递补名单（111家）,2016-10-14,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002286,https://www.moa.gov.cn/nybgb/2016/shiyiqi/201712/P020180624662692968052.pdf
002286,深圳证券交易所,保龄宝生物股份有限公司,保龄宝生物股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002286,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002286,深圳证券交易所,保龄宝生物股份有限公司,保龄宝生物股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002286,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002286,深圳证券交易所,保龄宝生物股份有限公司,保龄宝生物股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002286,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002311,深圳证券交易所,广东海大集团股份有限公司,广东海大集团股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002311,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002311,深圳证券交易所,广东海大集团股份有限公司,广东海大集团股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002311,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002311,深圳证券交易所,广东海大集团股份有限公司,广东海大集团股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002311,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002311,深圳证券交易所,广东海大集团股份有限公司,广东海大集团股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002311,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002321,深圳证券交易所,河南华英农业发展股份有限公司,河南华英农业发展股份有限公司,2014,monitor_pass,第六次监测合格名单,2014-09-01,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002321,https://www.moa.gov.cn/nybgb/2014/shi/201712/P020180104776701107212.pdf
002321,深圳证券交易所,河南华英农业发展股份有限公司,河南华英农业发展股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002321,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002321,深圳证券交易所,河南华英农业发展股份有限公司,河南华英农业发展股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002321,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002321,深圳证券交易所,河南华英农业发展股份有限公司,河南华英农业发展股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002321,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
002329,深圳证券交易所,皇氏集团股份有限公司,皇氏集团股份有限公司,2018,monitor_pass,第八次监测合格名单,2018-11-29,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002329,https://xccys.moa.gov.cn/gzdt/201812/t20181205_6314544.htm
002329,深圳证券交易所,皇氏集团股份有限公司,皇氏集团股份有限公司,2020,monitor_pass,第九次监测合格名单,2020-11-20,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002329,https://www.moa.gov.cn/nybgb/2020/202012/202102/P020210201587636946140.pdf
002329,深圳证券交易所,皇氏集团股份有限公司,皇氏集团股份有限公司,2023,monitor_pass,第十次监测合格名单,2023-05-12,上市公司当前法人全称与官方名单标准化后完全一致,1,当前交易所法人全称；历史年度仍须核对更名生效日,https://www.szse.cn/api/report/index/companyGeneralization?secCode=002329,https://www.moa.gov.cn/nybgb/2023/202306/202307/P020230719348171286633.pdf
