股票代码,公司全称,年份,行业分类代码,行业分类名称,入口依据,涉农业务名称,涉农业务营业收入,公司营业收入,涉农收入占比,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,当年曾ST_已核实,年末ST_已核实,当年退市整理期_已核实,年报链接,年报主营业务表PDF页序号,利润表PDF页序号,复核状态,口径提示
600295,内蒙古鄂尔多斯资源股份有限公司,2014,,,龙头企业身份核实候选,年报未见并表口径单列化肥收入；其余煤电冶金化工及服装排除,,15568400216.07,,否（采用单列分产品化肥行，未与电冶行业行交叉加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0]。化肥为农业投入品；硅铁、硅锰、煤炭、电石、PVC、烧碱、多晶硅和服装均排除。2018宽上界不是正式分子。",,,,https://static.cninfo.com.cn/finalpage/2015-04-04/1200788371.PDF,13,62,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 2014/2015未见并表单列收入，正式分子留空；不得从电冶板块反推。
600305,江苏恒顺醋业股份有限公司,2014,,,龙头企业身份核实候选,未确认；以非调味品剩余收入（含米业、茶庄、饲料残渣等未拆项目）作保守上界,,1207580387.67,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,粮食等农产品仅为酿造原料；年报未单列种植、初加工农产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2015-04-21/1200874128.PDF,12,55,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 非调味品剩余收入混合米业、茶庄、饲料残渣等项目，正式分子留空；须取得业务明细后确认可纳入口径。 因上界仍低于30%，不影响三类样本结论。
600962,国投中鲁果汁股份有限公司,2014,,,龙头企业身份核实候选,饲料（农业投入品）及明确的产畜肥猪；未拆其他营业收入作上界,,877605229.66,,采用产品维度果汁/饲料；不再叠加行业维度饮料制造业/饲料制造业,否,否,否,浓缩苹果汁等按本研究筛选规则属于饮料制造深加工，不按果品初加工纳入；饲料为农业投入品，明确外销产畜肥猪为直接农业。,,,,https://static.cninfo.com.cn/finalpage/2015-04-28/1200924088.PDF,11|12,44,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 浓缩果汁曾被相关税法口径列入农产品初加工范围，不改变本研究按业务实质将其作为饮料制造深加工排除的筛选规则。 沿用v24原值；待核实字段不插值、不复制相邻年份 未拆其他营业收入仅作保守上界，正式分子留空；其上界不影响样本结论。
600965,河北福成五丰食品股份有限公司,2014,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,活牛/小牛、原奶；牛肉和羊肉初加工（扩展口径）,295253874.04,1100242977.76,0.26835334,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,否,否,"严格口径占6.48%，扩展口径占26.84%，均未达到相应门槛。乳制品3,224,634.36元因初加工部分未拆分而不计入；即使全部计入，占比上限也仅27.13%。肉制品、速食品、餐饮及殡葬业务未计入。",,,,https://static.cninfo.com.cn/finalpage/2015-03-28/1200757012.PDF,13,52,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
601933,永辉超市股份有限公司,2014,,,龙头企业身份核实候选,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,36726802955.31,,否（零售商品类别作为整体排除，不与行业或地区行加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",,,,https://static.cninfo.com.cn/finalpage/2015-04-30/1200947960.PDF,21,75,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。
601996,广西丰林木业集团股份有限公司,2014,,,龙头企业身份核实候选,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,1199474212.66,,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,否,否,否,"严格区间[0, 0.0685504524667152255308077862616581714949830091164237668355644]；扩展区间[0, 0.132264702588458230473084625088850303220490412572935188457276]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",,,,https://static.cninfo.com.cn/finalpage/2015-03-28/1200756272.PDF,9,53,已人工复核（跨年快速核对第十五批M组）,"逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为万元，按×10,000换算 沿用v25原值；待核实字段不插值、不复制相邻年份 需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。"
000592,中福海峡（平潭）发展股份有限公司,2015,2.0,林业,行业分类候选,分行业林业收入（严格与扩展相同）,86916303.25,963181720.15,0.09023874,否（严格与扩展均只取同一分行业林业收入）,否,否,否,纤维板/人造板属于制造或深加工，不属于扩展规则的农产品初加工，故不计入；2013年不再声称可精确排除纤维板贸易。,,,,https://static.cninfo.com.cn/finalpage/2016-04-23/1202227414.PDF,12|13|14,71,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
000860,北京顺鑫农业股份有限公司,2015,,,龙头企业身份核实候选,严格口径直接农业；2014年另加单列种子农业投入品；未把屠宰、白酒、食品加工、地产等加入,188422889.59,9637423354.44,0.01955117,行业与产品表的种畜为同一收入，仅取一次；不与屠宰猪肉收入相加,否,否,否,种猪繁育、生猪养殖及蔬菜种植属于直接农业；种子属于农业投入品。屠宰猪肉按本批口径作为下游深加工排除，白酒、地产等亦排除。,,,,https://static.cninfo.com.cn/finalpage/2016-03-30/1202104152.PDF,13|14|131|132,65,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 无影响结论的收入待拆项。
002200,云南交投生态科技股份有限公司,2015,2.0,林业,行业分类候选,苗木销售（不含租摆和绿化工程）,15113812.96,843267363.62,0.01792292,否（只取分产品苗木销售）,否,否,否,苗木租摆、绿化/改造工程及设计施工不自动认定为农业生产性服务，均未计入。,,,,https://static.cninfo.com.cn/finalpage/2016-04-30/1202280087.PDF,13|14,72,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
002390,贵州信邦制药股份有限公司,2015,,,龙头企业身份核实候选,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,4179756099.15,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.00128861717101036699135598173842071418417395384782089576246991]；扩展区间[0, 0.00128861717101036699135598173842071418417395384782089576246991]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,,https://static.cninfo.com.cn/finalpage/2016-04-26/1202241859.PDF,18|20,130,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。
002424,贵州百灵企业集团制药股份有限公司,2015,,,龙头企业身份核实候选,肥料销售作农业投入品下界；中药材混合销售只作上界,,1899087619.14,,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,否,否,否,"严格区间[0, 0.0227002591799962462473410109285601416318862221867478400394202]；扩展区间[0.00457889930004275073839761307854871237987002023987087936800354, 0.0272791584800389969857386240071088540117562424266187194074237]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,,https://static.cninfo.com.cn/finalpage/2016-06-16/1202370417.PDF,19|20,68,已人工复核（跨年快速核对第十五批K组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 沿用v24原值；待核实字段不插值、不复制相邻年份 需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。
002507,重庆市涪陵榨菜集团股份有限公司,2015,,,龙头企业身份核实候选,未确认；以其他业务收入（未拆分，可能包含非涉农项目）作保守上界,,930658889.1,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,公司采购青菜头等农产品并加工销售；原料来自农业不等于公司取得直接农业或初加工收入。,,,,https://static.cninfo.com.cn/finalpage/2016-03-31/1202111613.PDF,12|13,70,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 其他业务收入未拆分，正式分子留空；须取得明细后才能确认其中是否存在直接农业或初加工收入。 因上界仍低于30%，不影响三类样本结论。
002702,海欣食品股份有限公司,2015,,,龙头企业身份核实候选,未确认；以其他产品未拆候选项作保守上界,,814742962.36,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,鱼糜或鱼浆是生产原料/中间材料；年报未单列公司外售原料鱼、初加工水产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2016-04-21/1202210343.PDF,13|14,68,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 其他产品未拆分；2014年鱼糜亦可能属于初加工候选。正式分子留空，须取得产品性质及外销明细后确认。 因上界仍低于30%，不影响三类样本结论。
600295,内蒙古鄂尔多斯资源股份有限公司,2015,,,龙头企业身份核实候选,年报未见并表口径单列化肥收入；其余煤电冶金化工及服装排除,,15240089997.22,,否（采用单列分产品化肥行，未与电冶行业行交叉加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0]。化肥为农业投入品；硅铁、硅锰、煤炭、电石、PVC、烧碱、多晶硅和服装均排除。2018宽上界不是正式分子。",,,,https://static.cninfo.com.cn/finalpage/2016-04-29/1202268334.PDF,12,49,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 2014/2015未见并表单列收入，正式分子留空；不得从电冶板块反推。
600305,江苏恒顺醋业股份有限公司,2015,,,龙头企业身份核实候选,未确认；以非调味品剩余收入（含米业、茶庄、饲料残渣等未拆项目）作保守上界,,1305428216.69,,待核实（未拆候选项只作整体上界，不与深加工类别相加）,否,否,否,粮食等农产品仅为酿造原料；年报未单列种植、初加工农产品或农业投入品收入。,,,,https://static.cninfo.com.cn/finalpage/2016-04-19/1202195631.PDF,13,50,已人工复核（跨年快速核对第十四批I组）,逐年核对官方年报；农业投入品按互斥产品下界计量，贸易和食品深加工排除；未拆候选收入即使上界不足30%也不写成精确零。 非调味品剩余收入混合米业、茶庄、饲料残渣等项目，正式分子留空；须取得业务明细后确认可纳入口径。 因上界仍低于30%，不影响三类样本结论。
600962,国投中鲁果汁股份有限公司,2015,,,龙头企业身份核实候选,饲料（农业投入品）及明确的产畜肥猪；未拆其他营业收入作上界,,1097908222.76,,采用产品维度果汁/饲料；不再叠加行业维度饮料制造业/饲料制造业,否,否,否,浓缩苹果汁等按本研究筛选规则属于饮料制造深加工，不按果品初加工纳入；饲料为农业投入品，明确外销产畜肥猪为直接农业。,是,是,,https://static.cninfo.com.cn/finalpage/2016-03-29/1202094810.PDF,10,41,已人工复核（跨年快速核对第十五批L组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 浓缩果汁曾被相关税法口径列入农产品初加工范围，不改变本研究按业务实质将其作为饮料制造深加工排除的筛选规则。 沿用v24原值；待核实字段不插值、不复制相邻年份 未拆其他营业收入仅作保守上界，正式分子留空；其上界不影响样本结论。
600965,河北福成五丰食品股份有限公司,2015,3.0,畜牧业,行业分类候选+龙头企业身份核实候选,活牛/小牛、原奶；牛肉和羊肉初加工（扩展口径）,316414140.11,1343812355.13,0.23546006,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,否,否,"严格口径占5.08%，扩展口径占23.55%，均未达到相应门槛。乳制品10,383,344.81元因初加工部分未拆分而不计入；即使全部计入，占比上限也仅24.32%。肉制品、速食品、餐饮及殡葬业务未计入。",,,,https://static.cninfo.com.cn/finalpage/2016-03-23/1202067555.PDF,10,51,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
601933,永辉超市股份有限公司,2015,,,龙头企业身份核实候选,生鲜及加工为超市零售商品销售，不等于农业生产或合格初加工,,42144829561.56,,否（零售商品类别作为整体排除，不与行业或地区行加总）,否,否,否,"严格区间[0, 0]；扩展区间[0, 0]。采购或销售农产品不等于直接农业生产、初加工、农业投入品或农业生产性服务。",,,,https://static.cninfo.com.cn/finalpage/2016-04-28/1202261876.PDF,15,70,已人工复核（跨年快速核对第十五批M组）,逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为元 沿用v25原值；待核实字段不插值、不复制相邻年份 如未来取得公司自营农业生产或独立初加工对外收入，须另行逐项核实；当前不得由采购额推收入。
601996,广西丰林木业集团股份有限公司,2015,,,龙头企业身份核实候选,林木+其他混合项仅作上界；人造板、纤维板、刨花板和胶合板排除,,1156231820.59,,存在内部交易抵消，但无法在林木与其他产品间分配；因此两项均不形成下界,否,否,否,"严格区间[0, 0.0474698923023868721599373951026853221263324684711270475171969]；扩展区间[0, 0.112931245858093202229744041021506410191436539073152684854184]。林板及人造板属于制造深加工，不自动认定为农产品初加工；林木虽可能是直接林业，但产品表另列内部抵消，无法证明该行全部为合并外销。其他混含苗木、化工贸易及租赁。",,,,https://static.cninfo.com.cn/finalpage/2016-03-30/1202101291.PDF,13,45,已人工复核（跨年快速核对第十五批M组）,"逐年核对官方年报；药材基地或农业子公司不替代合并对外收入，制造深加工、零售、白酒、屠宰、地产和贸易排除；混合粮油、药材或内部供料保留上下界。 主营业务表单位为万元，按×10,000换算 沿用v25原值；待核实字段不插值、不复制相邻年份 需取得内部抵消按产品分配及‘其他’收入明细，方可确认合并外销林木/苗木收入。"
000592,中福海峡（平潭）发展股份有限公司,2016,2.0,林业,行业分类候选,分行业林业收入（严格与扩展相同）,57778171.61,786230626.96,0.07348756,否（严格与扩展均只取同一分行业林业收入）,否,否,否,纤维板/人造板属于制造或深加工，不属于扩展规则的农产品初加工，故不计入；2013年不再声称可精确排除纤维板贸易。,,,,https://static.cninfo.com.cn/finalpage/2017-04-29/1203424015.PDF,13|14|15,73,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
002200,云南交投生态科技股份有限公司,2016,2.0,林业,行业分类候选,苗木销售（不含租摆和绿化工程）,12993024.88,1009742833.17,0.01286766,否（只取分产品苗木销售）,否,否,否,苗木租摆、绿化/改造工程及设计施工不自动认定为农业生产性服务，均未计入。,,,,https://static.cninfo.com.cn/finalpage/2017-04-27/1203405483.PDF,12|13,69,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
300189,海南神农种业科技股份有限公司,2016,1.0,农业,行业分类候选,全部农业收入（含种子、农化及农业技术服务）,337449168.11,1151900610.96,0.2929499,否（同一分产品维度内求和）,否,否,否,业务转型期全部农业收入仅占29.29%，低于30%，不进入严格、扩展或边界样本。,,,,https://static.cninfo.com.cn/finalpage/2020-01-07/1207233014.PDF,24,90,已人工复核（跨年快速核对第五批）,逐年核对官方年报分产品收入，业务转型年份按当年实际口径判定。
300313,新疆天山畜牧生物工程股份有限公司,2016,3.0,畜牧业,行业分类候选,自产冻精/胚胎、牛奶、自产活畜及代牧；牛羊初加工（扩展）,83385306.3,375207065.81,0.2222381,否（产品维度；进口冻精和可识别进口活畜贸易排除，上界不写入正式分子）,否,否,否,畜牧育种产品按自产/服务与进口贸易拆分；无法拆分的活畜、种畜或冻精仅进入上界。,,,,https://static.cninfo.com.cn/finalpage/2017-03-30/1203226226.PDF,20|21|22,91,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2018不在v20该公司待复核入口、2022逐公司行业分类仍缺；均不外推。本年上下界不能唯一确定门槛归属。
600359,新疆塔里木农业综合开发股份有限公司,2016,1.0,农业,行业分类候选,种子、苗木、鲜奶/牛（严格）；农业+畜牧业分行业及园林绿化行业内单列苗木（扩展）,238397115.96,1562192861.03,0.15260415,否（农业、畜牧业与园林绿化为互斥分行业；扩展仅从园林绿化中取单列苗木，不计工程施工）,否,否,否,严格口径占6.20%；农业、畜牧业分行业加园林绿化行业内单列苗木的扩展口径占15.26%。苗木未包含在农业分行业，故相加不重叠。,,,,https://static.cninfo.com.cn/finalpage/2017-04-27/1203408447.PDF,10|11,48,已人工复核（跨年快速核对第十一批A组）,逐年核对官方年报；只使用营业收入或主营业务收入列，不使用营业成本列；同一维度计算并排除贸易、深加工及其他非涉农收入。 2022逐公司行业分类及该公司2022公司—年份入口仍待核实；本批不外推新增。
600965,河北福成五丰食品股份有限公司,2016,3.0,畜牧业,行业分类候选,活牛/小牛、原奶；牛肉和羊肉初加工（扩展口径）,298533182.25,1370995900.08,0.21774914,否（仅使用同一分产品或明确交易收入；不跨维度相加）,否,否,否,"严格口径占3.21%，扩展口径占21.77%，均未达到相应门槛。乳制品14,350,351.99元因初加工部分未拆分而不计入；即使全部计入，占比上限也仅22.82%。肉制品、速食品、餐饮及殡葬业务未计入。",,,,https://static.cninfo.com.cn/finalpage/2017-03-23/1203187948.PDF,13,57,已人工复核（跨年快速核对第十批）,逐年核对官方年报；扩展口径只计可识别初加工或农业投入品，排除贸易、熟食、成品羽绒、餐饮、殡葬、能源和资产处置。
000592,中福海峡（平潭）发展股份有限公司,2017,2.0,林业,行业分类候选,分行业林业收入（严格与扩展相同）,58007835.0,848387665.57,0.06837421,否（严格与扩展均只取同一分行业林业收入）,否,否,否,纤维板/人造板属于制造或深加工，不属于扩展规则的农产品初加工，故不计入；2013年不再声称可精确排除纤维板贸易。,,,,https://static.cninfo.com.cn/finalpage/2018-04-28/1204821768.PDF,11|12|13,69,已人工复核（跨年快速核对第十二批D组）,逐年核对官方年报；纤维板/人造板、园林工程、租摆和贸易不计入初加工；自产育种与外购或进口混合且跨门槛时保留上下界。 2022逐公司行业分类及公司—年份入口仍待核实，本批不外推。
