股票代码,公司全称,年份,行业分类代码,行业分类名称,严格口径涉农业务,严格口径收入下界_元,严格口径收入上界_元,严格口径上下界公式,严格口径下界占比_原始未四舍五入,严格口径上界占比_原始未四舍五入,扩展口径涉农业务,扩展口径正式涉农收入_元,扩展口径收入下界_元,扩展口径收入上界_元,扩展口径上下界公式,扩展口径下界占比_原始未四舍五入,扩展口径上界占比_原始未四舍五入,公司营业收入_元,公司营业收入公式,严格口径成本下界_元_反向证据,严格口径成本上界_元_反向证据,扩展口径成本下界_元_反向证据,扩展口径成本上界_元_反向证据,收入成本反核说明,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,纳入或剔除理由,待核实点,收入分项证据PDF页序号,公司营业收入证据PDF页序号,证据定位更正说明,年报链接,2022行业字段处理,记录类型,复核状态,复核日期
600313,中农发种业集团股份有限公司,2018,1.0,农业,无单列直接农业生产收入,0.00,0.00,下界=上界=0,0,0,同一产品层级明确的化肥、农药及各类种子,2989947805.60,2989947805.60,2989947805.60,下界=小麦种325954310.13+玉米种158099992.06+其他经济作物种子7977348.69+马铃薯种1151643.00+豆类种19105307.04+水稻种100552934.59+化肥1937006272.41+棉花种3609149.98+油菜种10313428.50+芝麻种425185.02+甘蔗种3006888.99+农药403551799.65+蔬菜种42615.00+谷种7239.00+花生种7498318.38+草籽11645373.16=2989947805.60；上界=下界+农资贸易行业未解释增量0.00+种子销售行业未解释增量0.00=2989947805.60,0.867557993940754274309295544592576992492290014094958692625425,0.867557993940754274309295544592576992492290014094958692625425,3446395314.76,合并利润表‘营业收入’,0.00,0.00,2780220635.79,2780220635.79,明确产品成本下界=2780220635.79；行业未解释成本增量上界=0.00；扩展成本上界=2780220635.79；成本仅作收入列反核,否,是,否,否（下界仅采用同一分产品层级；行业行只贡献正的未解释上界增量）,"严格区间[0, 0]；扩展区间[0.867557993940754274309295544592576992492290014094958692625425, 0.867557993940754274309295544592576992492290014094958692625425]。下界只加总同一分产品层级明确的化肥、农药及种子；农资贸易/种子销售行业行只用于识别正的未解释上界增量。大理石、粮食贸易、麸皮、谷朊粉、淀粉、面粉、黄粉、核辐及其他不明确产品均不进下界。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,13|14,69,,https://static.cninfo.com.cn/finalpage/2019-04-26/1206097318.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600313,中农发种业集团股份有限公司,2019,1.0,农业,无单列直接农业生产收入,0.00,0.00,下界=上界=0,0,0,同一产品层级明确的化肥、农药及各类种子,4738651137.54,4738651137.54,4738651137.54,下界=小麦种294770346.82+玉米种159931721.55+其他经济作物种子13735650.18+豆类种4727804.35+水稻种109604857.74+化肥3794145890.80+棉花种3385335.33+油菜种14735657.60+农药324933882.61+花生种11074986.46+草籽7605004.10=4738651137.54；上界=下界+农资贸易行业未解释增量0.00+种子销售行业未解释增量0.00=4738651137.54,0.922683929143603707763592066636140609903675435600897291741749,0.922683929143603707763592066636140609903675435600897291741749,5135725233.60,合并利润表‘营业收入’,0.00,0.00,4503094829.62,4503094829.62,明确产品成本下界=4503094829.62；行业未解释成本增量上界=0.00；扩展成本上界=4503094829.62；成本仅作收入列反核,否,是,否,否（下界仅采用同一分产品层级；行业行只贡献正的未解释上界增量）,"严格区间[0, 0]；扩展区间[0.922683929143603707763592066636140609903675435600897291741749, 0.922683929143603707763592066636140609903675435600897291741749]。下界只加总同一分产品层级明确的化肥、农药及种子；农资贸易/种子销售行业行只用于识别正的未解释上界增量。大理石、粮食贸易、麸皮、谷朊粉、淀粉、面粉、黄粉、核辐及其他不明确产品均不进下界。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,13|14,76,,https://static.cninfo.com.cn/finalpage/2020-04-29/1207667963.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600313,中农发种业集团股份有限公司,2020,1.0,农业,无单列直接农业生产收入,0.00,0.00,下界=上界=0,0,0,同一产品层级明确的化肥、农药及各类种子,3203504900.49,3203504900.49,3203504900.49,下界=小麦种354328757.02+玉米种142757118.58+水稻种111843727.45+化肥2293549686.28+农药289882540.90+花生种11143070.26=3203504900.49；上界=下界+农资贸易行业未解释增量0.00+种子销售行业未解释增量0.00=3203504900.49,0.874665457796820551814818552016265387387031117643097527638131,0.874665457796820551814818552016265387387031117643097527638131,3662548774.43,合并利润表‘营业收入’,0.00,0.00,2987441081.84,2987441081.84,明确产品成本下界=2987441081.84；行业未解释成本增量上界=0.00；扩展成本上界=2987441081.84；成本仅作收入列反核,否,是,否,否（下界仅采用同一分产品层级；行业行只贡献正的未解释上界增量）,"严格区间[0, 0]；扩展区间[0.874665457796820551814818552016265387387031117643097527638131, 0.874665457796820551814818552016265387387031117643097527638131]。下界只加总同一分产品层级明确的化肥、农药及种子；农资贸易/种子销售行业行只用于识别正的未解释上界增量。大理石、粮食贸易、麸皮、谷朊粉、淀粉、面粉、黄粉、核辐及其他不明确产品均不进下界。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,13|14,71,,https://static.cninfo.com.cn/finalpage/2021-04-14/1209681003.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600313,中农发种业集团股份有限公司,2021,1.0,农业,无单列直接农业生产收入,0.00,0.00,下界=上界=0,0,0,同一产品层级明确的化肥、农药及各类种子,3148582030.49,3148582030.49,3148582030.49,下界=小麦种522207949.66+玉米种218475628.58+水稻种129256290.47+化肥1833379155.06+农药437458652.84+花生种7804353.88=3148582030.49；上界=下界+农资贸易行业未解释增量0.00+种子销售行业未解释增量0.00=3148582030.49,0.836411670569826472459939153176918004566118838230725759040035,0.836411670569826472459939153176918004566118838230725759040035,3764392752.13,合并利润表‘营业收入’,0.00,0.00,2852219725.93,2852219725.93,明确产品成本下界=2852219725.93；行业未解释成本增量上界=0.00；扩展成本上界=2852219725.93；成本仅作收入列反核,否,是,否,否（下界仅采用同一分产品层级；行业行只贡献正的未解释上界增量）,"严格区间[0, 0]；扩展区间[0.836411670569826472459939153176918004566118838230725759040035, 0.836411670569826472459939153176918004566118838230725759040035]。下界只加总同一分产品层级明确的化肥、农药及种子；农资贸易/种子销售行业行只用于识别正的未解释上界增量。大理石、粮食贸易、麸皮、谷朊粉、淀粉、面粉、黄粉、核辐及其他不明确产品均不进下界。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,15,77,,https://static.cninfo.com.cn/finalpage/2022-03-31/1212742020.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600438,通威股份有限公司,2014,待核实,待核实,水产养殖收入未从食品加工或饲料相关混合项拆出,0.00,1028553560.74,下界=0；上界=食品加工及养殖1028553560.74,0,0.0667504830212917227772352487007003589063049012959464179321542,饲料及兽药（下界）；农牧业务（上界）,14278265338.47,14278265338.47,15306818900.21,下界=单列饲料/兽药14278265338.47；上界=农牧相关15306818900.21,0.926622729654777558100109889956764837037145689439739543062421,0.993373212740966711180602875039053845326303106809806631386399,15408930605.22,合并利润表‘营业收入’,0.00,976754887.90,12618698291.07,13595453178.97,严格成本上界=976754887.90；扩展成本下界=12618698291.07，上界=13595453178.97；成本未作收入,否,是,否,否（同一产品/行业层级设上下界，不跨维度重复相加）,"严格区间[0, 0.0667504830212917227772352487007003589063049012959464179321542]；扩展区间[0.926622729654777558100109889956764837037145689439739543062421, 0.993373212740966711180602875039053845326303106809806631386399]。水产养殖可属严格口径，但与食品加工混合，故仅作严格上界；光伏、能源及化工全部排除。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,12,44,v23主营业务页55为公司概况误命中；本批回到官方年报主营业务表PDF页12核值。,https://static.cninfo.com.cn/finalpage/2015-03-31/1200766033.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600438,通威股份有限公司,2015,待核实,待核实,水产养殖收入未从食品加工或饲料相关混合项拆出,0.00,821974904.61,下界=0；上界=食品加工及养殖821974904.61,0,0.0583820237674580245855176919492947851968778417003924095613707,饲料及兽药（下界）；农牧业务（上界）,13169213948.65,13169213948.65,13991188853.26,下界=单列饲料/兽药13169213948.65；上界=农牧相关13991188853.26,0.935363546303905499868633299150140940633685375343729807126217,0.993745570071363524454150991099435725830563217044122216687588,14079246514.03,合并利润表‘营业收入’,0.00,747748538.70,11388166244.77,12135914783.47,严格成本上界=747748538.70；扩展成本下界=11388166244.77，上界=12135914783.47；成本未作收入,否,是,否,否（同一产品/行业层级设上下界，不跨维度重复相加）,"严格区间[0, 0.0583820237674580245855176919492947851968778417003924095613707]；扩展区间[0.935363546303905499868633299150140940633685375343729807126217, 0.993745570071363524454150991099435725830563217044122216687588]。水产养殖可属严格口径，但与食品加工混合，故仅作严格上界；光伏、能源及化工全部排除。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,10|11,47,,https://static.cninfo.com.cn/finalpage/2016-04-12/1202162360.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600438,通威股份有限公司,2018,待核实,待核实,水产养殖收入未从食品加工或饲料相关混合项拆出,0.00,1397308146.26,下界=0；上界=食品加工及养殖1397308146.26,0,0.0507463049017974423503487153127024392982268140149959581287262,饲料及兽药（下界）；农牧业务（上界）,15236344953.40,15236344953.40,16815847549.06,下界=单列饲料/兽药15236344953.40；上界=农牧相关16815847549.06,0.553341228750219011368095280773638559261832235734971287618131,0.610704324018131688964599975284643486064786378538150869811667,27535170274.25,合并利润表‘营业收入’,0.00,1328683345.24,13011260056.56,14452638713.47,严格成本上界=1328683345.24；扩展成本下界=13011260056.56，上界=14452638713.47；成本未作收入,否,是,否,否（同一产品/行业层级设上下界，不跨维度重复相加）,"严格区间[0, 0.0507463049017974423503487153127024392982268140149959581287262]；扩展区间[0.553341228750219011368095280773638559261832235734971287618131, 0.610704324018131688964599975284643486064786378538150869811667]。水产养殖可属严格口径，但与食品加工混合，故仅作严格上界；光伏、能源及化工全部排除。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,13|14,84,,https://static.cninfo.com.cn/finalpage/2019-04-18/1206047417.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600438,通威股份有限公司,2019,待核实,待核实,水产养殖收入未从食品加工或饲料相关混合项拆出,0.00,1904814158.29,下界=0；上界=食品加工及养殖1904814158.29,0,0.0507204942165477852799911666874874065902141522996210864518356,饲料及兽药（下界）；农牧业务（上界）,,16688719548.83,18698931318.22,下界=单列饲料/兽药16688719548.83；上界=农牧相关18698931318.22,0.444379363558442200557227095319392465411274878548830909147029,0.497906335719817201917532025054136727613457072594979638659735,37555118255.70,合并利润表‘营业收入’,0.00,1803130447.37,14460739581.77,16349337602.88,严格成本上界=1803130447.37；扩展成本下界=14460739581.77，上界=16349337602.88；成本未作收入,否,否,是,否（同一产品/行业层级设上下界，不跨维度重复相加）,"严格区间[0, 0.0507204942165477852799911666874874065902141522996210864518356]；扩展区间[0.444379363558442200557227095319392465411274878548830909147029, 0.497906335719817201917532025054136727613457072594979638659735]。水产养殖可属严格口径，但与食品加工混合，故仅作严格上界；光伏、能源及化工全部排除。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,13|14,85,,https://static.cninfo.com.cn/finalpage/2020-04-21/1207542239.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600438,通威股份有限公司,2020,待核实,待核实,水产养殖收入未从食品加工或饲料相关混合项拆出,0.00,20850972852.84,下界=0；上界=饲料、食品及相关农牧业务20850972852.84,0,0.471738582030625915359881292789995977644472406885478017366561,饲料、食品及相关农牧业务混合项（仅作扩展上界）,,0.00,20935749897.11,下界=0；上界=农牧业务20935749897.11,0,0.473656602975496610936986758825928339297700470076983056577934,44200270334.23,合并利润表‘营业收入’,0.00,18660128240.51,0.00,18699941643.52,严格成本上界=18660128240.51；扩展成本下界=0.00，上界=18699941643.52；成本未作收入,否,否,待核实,否（同一产品/行业层级设上下界，不跨维度重复相加）,"严格区间[0, 0.471738582030625915359881292789995977644472406885478017366561]；扩展区间[0, 0.473656602975496610936986758825928339297700470076983056577934]。2020起饲料与食品/养殖未拆，不能把整项作为饲料收入；光伏、能源及化工全部排除。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,15|16,85,,https://static.cninfo.com.cn/finalpage/2021-04-13/1209677274.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
600438,通威股份有限公司,2021,待核实,待核实,水产养殖收入未从食品加工或饲料相关混合项拆出,0.00,24590256728.92,下界=0；上界=饲料、食品及相关农牧业务24590256728.92,0,0.387302600625192981671668572807667943086732503354073105957728,饲料、食品及相关农牧业务混合项（仅作扩展上界）,,0.00,24590256728.92,下界=0；上界=农牧业务24590256728.92,0,0.387302600625192981671668572807667943086732503354073105957728,63491070520.12,合并利润表‘营业收入’,0.00,22258698101.39,0.00,22258698101.39,严格成本上界=22258698101.39；扩展成本下界=0.00，上界=22258698101.39；成本未作收入,否,否,待核实,否（同一产品/行业层级设上下界，不跨维度重复相加）,"严格区间[0, 0.387302600625192981671668572807667943086732503354073105957728]；扩展区间[0, 0.387302600625192981671668572807667943086732503354073105957728]。2020起饲料与食品/养殖未拆，不能把整项作为饲料收入；光伏、能源及化工全部排除。",混合加工/养殖/贸易项目需取得分部明细后才能写入正式分子；无法拆分时不估算。,17|18,99,,https://static.cninfo.com.cn/finalpage/2022-04-26/1213101598.PDF,沿用v23原值；待核实时不插值、不复制相邻年份,跨年快速复核第十四批H组（未合并）,已人工复核（第十四批H组；主表未合并）,2026-08-11
