股票代码,公司全称,年份,行业分类代码,行业分类名称,行业字段状态,严格口径涉农业务,严格口径涉农收入_元,严格口径比例公式,严格口径收入占比_原始未四舍五入,扩展口径涉农业务,扩展口径涉农收入_元,扩展口径比例公式,扩展口径收入占比_原始未四舍五入,扩展口径收入下界_元,扩展口径收入上界_元,扩展口径下界占比_原始未四舍五入,扩展口径上界占比_原始未四舍五入,扩展口径上下界公式,公司营业收入_元,公司营业收入公式,自产养殖捕捞收入_元,自产养殖捕捞收入证据PDF页序号,初加工或年报加工类收入_元,初加工或年报加工类收入证据PDF页序号,深加工收入_元_排除项,深加工收入证据PDF页序号,贸易收入_元_排除项,贸易收入证据PDF页序号,收入分项证据PDF页序号,公司营业收入证据PDF页序号,收入列口径,是否存在分部收入重叠,严格样本结论,扩展样本结论,边界样本结论,纳入或剔除理由,待核实点,2022行业分类提示,年报链接,记录类型,复核状态,复核日期
002086,山东东方海洋科技股份有限公司,2014,4.0,渔业,v20当年字段已提供,海水养殖,256217790.83,256217790.83 / 604504765.46,0.42384742928375458302545041445337955169211181688804,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,256217790.83,588300214.42,0.42384742928375458302545041445337955169211181688804,0.97319367527620879774693579633968564943196866489761,下界=256217790.83（养殖）；上界=256217790.83+332082423.59（养殖+未拆初加工/深加工的全部水产品加工）,604504765.46,合并利润表营业收入（营业总收入）,256217790.83,15,332082423.59,15,,,14958029.08,15,15,69,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.42384742928375458302545041445337955169211181688804，未达50%；扩展下界占比0.42384742928375458302545041445337955169211181688804、上界占比0.97319367527620879774693579633968564943196866489761，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2015-04-17/1200845873.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2015,4.0,渔业,v20当年字段已提供,海水养殖,333083799.84,333083799.84 / 674606421.29,0.49374537408503830638063092368582277714654511808672,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,333083799.84,656609635.85,0.49374537408503830638063092368582277714654511808672,0.97332254056285726227437048652169967843918149313411,下界=333083799.84（养殖）；上界=333083799.84+323525836.01（养殖+未拆初加工/深加工的全部水产品加工）,674606421.29,合并利润表营业收入（营业总收入）,333083799.84,16,323525836.01,16,,,20250672.98,16,16,74,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.49374537408503830638063092368582277714654511808672，未达50%；扩展下界占比0.49374537408503830638063092368582277714654511808672、上界占比0.97332254056285726227437048652169967843918149313411，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2016-04-16/1202185529.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2016,4.0,渔业,v20当年字段已提供,海水养殖,274963705.52,274963705.52 / 706710877.50,0.38907524176320605734556561993769510078044610258599,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,274963705.52,607766195.24,0.38907524176320605734556561993769510078044610258599,0.85999269940485669120042658463255364284385165700241,下界=274963705.52（养殖）；上界=274963705.52+332802489.72（养殖+未拆初加工/深加工的全部水产品加工）,706710877.50,合并利润表营业收入（营业总收入）,274963705.52,20,332802489.72,20,,,25028662.37,20,20,83,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.38907524176320605734556561993769510078044610258599，未达50%；扩展下界占比0.38907524176320605734556561993769510078044610258599、上界占比0.85999269940485669120042658463255364284385165700241，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2017-04-06/1203251063.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2017,4.0,渔业,v20当年字段已提供,海水养殖,300023195.89,300023195.89 / 779407279.46,0.38493763632521667441394312378443435483896756983466,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,300023195.89,677489047.96,0.38493763632521667441394312378443435483896756983466,0.86923623349962495357985041521952325646553180577347,下界=300023195.89（养殖）；上界=300023195.89+377465852.07（养殖+未拆初加工/深加工的全部水产品加工）,779407279.46,合并利润表营业收入（营业总收入）,300023195.89,21,377465852.07,21,,,20609378.90,21,21,86,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.38493763632521667441394312378443435483896756983466，未达50%；扩展下界占比0.38493763632521667441394312378443435483896756983466、上界占比0.86923623349962495357985041521952325646553180577347，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2018-05-22/1204979376.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2018,4.0,渔业,v20当年字段已提供,海水养殖,287991672.69,287991672.69 / 725034292.17,0.39721110546102847239068956988531347027582622264867,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,287991672.69,654403676.93,0.39721110546102847239068956988531347027582622264867,0.90258306951440150389817940409542656680820482301078,下界=287991672.69（养殖）；上界=287991672.69+366412004.24（养殖+未拆初加工/深加工的全部水产品加工）,725034292.17,合并利润表营业收入（营业总收入）,287991672.69,17,366412004.24,17,,,22656902.90,17,17,80,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.39721110546102847239068956988531347027582622264867，未达50%；扩展下界占比0.39721110546102847239068956988531347027582622264867、上界占比0.90258306951440150389817940409542656680820482301078，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2019-06-07/1206341478.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2019,4.0,渔业,v20当年字段已提供,海水养殖,186180806.53,186180806.53 / 585575782.24,0.31794485389713954233285984808728588515815940550978,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,186180806.53,502397627.59,0.31794485389713954233285984808728588515815940550978,0.85795492714569062810906044139275127000682500083031,下界=186180806.53（养殖）；上界=186180806.53+316216821.06（养殖+未拆初加工/深加工的全部水产品加工）,585575782.24,合并利润表营业收入（营业总收入）,186180806.53,18,316216821.06,18,,,49095282.26,18,18,87,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.31794485389713954233285984808728588515815940550978，未达50%；扩展下界占比0.31794485389713954233285984808728588515815940550978、上界占比0.85795492714569062810906044139275127000682500083031，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2020-06-30/1207968688.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2020,4.0,渔业,v20当年字段已提供,海水养殖,104713134.71,104713134.71 / 427984778.72,0.24466555802094624548754092195533771108129655962079,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,104713134.71,290747145.61,0.24466555802094624548754092195533771108129655962079,0.67933992063819441994383271650011917975249622213948,下界=104713134.71（养殖）；上界=104713134.71+186034010.90（养殖+未拆初加工/深加工的全部水产品加工）,427984778.72,合并利润表营业收入（营业总收入）,104713134.71,19,186034010.90,19,,,64026641.98,19,19,95,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.24466555802094624548754092195533771108129655962079，未达50%；扩展下界占比0.24466555802094624548754092195533771108129655962079、上界占比0.67933992063819441994383271650011917975249622213948，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,"年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。 年报10%以上业务表列186,034,010.00元，与营业收入构成表相差0.90元；采用后者186,034,010.90元。",v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2021-05-07/1209935904.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002086,山东东方海洋科技股份有限公司,2021,4.0,渔业,v20当年字段已提供,海水养殖,100063087.87,100063087.87 / 388969421.15,0.25725181062861038735923778927627920552797932969338,海水养殖；水产品加工仅作上下界（初加工与深加工不可拆分）,,,,100063087.87,238214357.92,0.25725181062861038735923778927627920552797932969338,0.61242438342765341053854202183985742345545817721666,下界=100063087.87（养殖）；上界=100063087.87+138151270.05（养殖+未拆初加工/深加工的全部水产品加工）,388969421.15,合并利润表营业收入（营业总收入）,100063087.87,18|19,138151270.05,18|19,,,30971700.17,18|19,18|19,115,分行业营业收入/主营业务收入列（禁止使用营业成本列）,加工合并披露风险：水产品加工整类无法拆分初加工与罐头/即食/调理/预制等深加工,否,待核实,待核实,严格原始占比0.25725181062861038735923778927627920552797932969338，未达50%；扩展下界占比0.25725181062861038735923778927627920552797932969338、上界占比0.61242438342765341053854202183985742345545817721666，因加工深浅层级不可拆分而待核实；贸易及其他业务未计入。,年报水产品加工整类同时包含初加工与罐头/即食/调理/预制等深加工，无法可靠拆分；因此扩展正式分子、比例与结论不作估算，以养殖为下界、养殖加全部加工为上界。贸易收入仅作排除项记录。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2022-04-30/1213266521.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2013,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,4500397751.55,4500397751.55 / 4708227702.10,0.95585813522627589061268651677856581039294505619913,4500397751.55,4500397751.55,0.95585813522627589061268651677856581039294505619913,0.95585813522627589061268651677856581039294505619913,下界=上界=4500397751.55（家禽饲养加工合并披露）,4708227702.10,合并利润表营业收入（营业总收入）,,,4500397751.55,19,,,,,19,78,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.95585813522627589061268651677856581039294505619913，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。年报未单列深加工收入，未将其他业务估算为深加工；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2014-04-22/63884585.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2014,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,6077965627.47,6077965627.47 / 6436059894.41,0.94436125940173108706705429772411433341038344341140,6077965627.47,6077965627.47,0.94436125940173108706705429772411433341038344341140,0.94436125940173108706705429772411433341038344341140,下界=上界=6077965627.47（家禽饲养加工合并披露）,6436059894.41,合并利润表营业收入（营业总收入）,,,6077965627.47,18,,,,,18,82,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.94436125940173108706705429772411433341038344341140，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。年报未单列深加工收入，未将其他业务估算为深加工；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767556.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2015,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,6571799379.43,6571799379.43 / 6939825279.22,0.94696899633885823378312910816550711552915285355898,6571799379.43,6571799379.43,0.94696899633885823378312910816550711552915285355898,0.94696899633885823378312910816550711552915285355898,下界=上界=6571799379.43（家禽饲养加工合并披露）,6939825279.22,合并利润表营业收入（营业总收入）,,,6571799379.43,15,,,,,15,76,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.94696899633885823378312910816550711552915285355898，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。年报未单列深加工收入，未将其他业务估算为深加工；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2016-04-25/1202227356.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2016,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,7989406799.90,7989406799.90 / 8340420528.35,0.95791414506536378919946980805044912804693327151424,7989406799.90,7989406799.90,0.95791414506536378919946980805044912804693327151424,0.95791414506536378919946980805044912804693327151424,下界=上界=7989406799.90（家禽饲养加工合并披露）,8340420528.35,合并利润表营业收入（营业总收入）,,,7989406799.90,15,,,,,15,72,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.95791414506536378919946980805044912804693327151424，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。年报未单列深加工收入，未将其他业务估算为深加工；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2017-03-31/1203239273.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2017,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,7562392031.83,7562392031.83 / 10158794866.30,0.74441822394867861217185015027632362814137592918274,7562392031.83,7562392031.83,0.74441822394867861217185015027632362814137592918274,0.74441822394867861217185015027632362814137592918274,下界=上界=7562392031.83（家禽饲养加工合并披露）,10158794866.30,合并利润表营业收入（营业总收入）,,,7562392031.83,17,2166793728.96,17,,,17,87,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.74441822394867861217185015027632362814137592918274，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2018-04-23/1204675125.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2018,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,8135082912.64,8135082912.64 / 11547228731.64,0.70450521953803988084313409070379262256510095985543,8135082912.64,8135082912.64,0.70450521953803988084313409070379262256510095985543,0.70450521953803988084313409070379262256510095985543,下界=上界=8135082912.64（家禽饲养加工合并披露）,11547228731.64,合并利润表营业收入（营业总收入）,,,8135082912.64,17,2889950558.61,17,,,17,82,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.70450521953803988084313409070379262256510095985543，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2019-03-27/1205941353.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2019,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,9532849891.11,9532849891.11 / 14558436761.99,0.65479900396991180680169918905940410966017657941018,9532849891.11,9532849891.11,0.65479900396991180680169918905940410966017657941018,0.65479900396991180680169918905940410966017657941018,下界=上界=9532849891.11（家禽饲养加工合并披露）,14558436761.99,合并利润表营业收入（营业总收入）,,,9532849891.11,17,3944622268.14,17,,,17,87,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.65479900396991180680169918905940410966017657941018，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2020-03-28/1207418564.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2020,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,8871897956.83,8871897956.83 / 13744599499.34,0.64548246438581338266674389694367238361385675684367,8871897956.83,8871897956.83,0.64548246438581338266674389694367238361385675684367,0.64548246438581338266674389694367238361385675684367,下界=上界=8871897956.83（家禽饲养加工合并披露）,13744599499.34,合并利润表营业收入（营业总收入）,,,8871897956.83,16,4077372033.95,16,,,16,89,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.64548246438581338266674389694367238361385675684367，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2021-04-20/1209724366.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
002299,福建圣农发展股份有限公司,2021,3.0,畜牧业,v20当年字段已提供,家禽养殖（与屠宰初加工合并披露，无法可靠拆分）,,待核实：年报未拆分家禽养殖收入,,家禽饲养加工行业（合并披露）,8927877297.88,8927877297.88 / 14478196536.20,0.61664291374671745354256161544424884141600039347033,8927877297.88,8927877297.88,0.61664291374671745354256161544424884141600039347033,0.61664291374671745354256161544424884141600039347033,下界=上界=8927877297.88（家禽饲养加工合并披露）,14478196536.20,合并利润表营业收入（营业总收入）,,,8927877297.88,24,4645555339.39,24,,,24,100,分行业营业收入/主营业务收入列（禁止使用营业成本列）,合并披露风险：自产养殖与屠宰初加工无法可靠拆分；未估算严格分子,待核实,是,否,家禽饲养加工合并收入原始占比0.61664291374671745354256161544424884141600039347033，扩展口径达标；严格口径不估算。,严格口径待核实；家禽饲养加工收入只用于扩展口径。食品加工行业属于深加工，已单列但不进入分子；贸易未单列，未估算。,v20无该公司2022公司年；行业分类仍待核实，不得用相邻年份外推,https://static.cninfo.com.cn/finalpage/2022-04-21/1213004638.PDF,跨年快速复核第十一批B组,已人工复核（第十一批B组；主表未合并）,2026-08-11
