股票代码,公司全称,年份,行业分类代码,行业分类名称,严格口径涉农业务,严格口径正式涉农收入_元,严格口径收入下界_元,严格口径收入上界_元,严格口径上下界公式,严格口径下界占比_原始未四舍五入,严格口径上界占比_原始未四舍五入,扩展口径涉农业务,扩展口径正式涉农收入_元,扩展口径收入下界_元,扩展口径收入上界_元,扩展口径上下界公式,扩展口径下界占比_原始未四舍五入,扩展口径上界占比_原始未四舍五入,公司营业收入_元,公司营业收入公式,中药材或混合项成本_元_反向证据,农业投入品成本_元_反向证据,收入成本判别,严格样本结论,扩展样本结论,边界样本结论,是否存在分部收入重叠,纳入或剔除理由,金额精度或追溯说明,证据定位更正说明,待核实点,年报主营业务证据PDF页序号,公司营业收入证据PDF页序号,年报链接,2022行业字段处理,记录类型,复核状态,复核日期
002390,贵州信邦制药股份有限公司,2019,待核实,待核实,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,35296705.73,下界=0；上界=其他行业35296705.73,0,0.00530373681918442949690964090568073915594384868218789003747876,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,35296705.73,下界=0；上界=其他行业35296705.73,0,0.00530373681918442949690964090568073915594384868218789003747876,6655063577.50,合并利润表营业收入,25634032.46,,对应种植业/其他行业行成本25634032.46，仅作反向证据,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00530373681918442949690964090568073915594384868218789003747876]；扩展区间[0, 0.00530373681918442949690964090568073915594384868218789003747876]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。,15|17,111,https://static.cninfo.com.cn/finalpage/2020-04-30/1207682923.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002390,贵州信邦制药股份有限公司,2020,待核实,待核实,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,51003929.55,下界=0；上界=其他行业51003929.55,0,0.00872515083740041584751652444095131494777086046227361705238541,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,51003929.55,下界=0；上界=其他行业51003929.55,0,0.00872515083740041584751652444095131494777086046227361705238541,5845621525.69,合并利润表营业收入,37740036.00,,对应种植业/其他行业行成本37740036.00，仅作反向证据,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00872515083740041584751652444095131494777086046227361705238541]；扩展区间[0, 0.00872515083740041584751652444095131494777086046227361705238541]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。,16|18,111,https://static.cninfo.com.cn/finalpage/2021-03-30/1209474713.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002390,贵州信邦制药股份有限公司,2021,待核实,待核实,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,14286876.15,下界=0；上界=其他行业14286876.15,0,0.00220753572625944868638118712744632842994243532027422463953143,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,14286876.15,下界=0；上界=其他行业14286876.15,0,0.00220753572625944868638118712744632842994243532027422463953143,6471866334.96,合并利润表营业收入,12259464.98,,对应种植业/其他行业行成本12259464.98，仅作反向证据,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00220753572625944868638118712744632842994243532027422463953143]；扩展区间[0, 0.00220753572625944868638118712744632842994243532027422463953143]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,,需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。,23|25,127,https://static.cninfo.com.cn/finalpage/2022-04-15/1212922614.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002390,贵州信邦制药股份有限公司,2022,待核实,待核实,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,8605144.68,下界=0；上界=其他行业8605144.68,0,0.00135513538281540377402870331456041476357969898963886671296067,其他行业混合项中可能包含中药材种植/初加工（仅作上界）,,0.00,8605144.68,下界=0；上界=其他行业8605144.68,0,0.00135513538281540377402870331456041476357969898963886671296067,6350025827.03,合并利润表营业收入,4668387.62,,对应种植业/其他行业行成本4668387.62，仅作反向证据,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00135513538281540377402870331456041476357969898963886671296067]；扩展区间[0, 0.00135513538281540377402870331456041476357969898963886671296067]。年报只列‘其他行业/其他产品’；基地、子公司经营范围及税收优惠不能把混合项改写为种植收入。",,v24主营业务摘录从PDF页26的地区行开始；收入混合行回到PDF页25，对应成本在PDF页28。,需取得其他行业的外销中药材种植或初加工收入明细；未拆分前不写入正式分子。,25|28,111,https://static.cninfo.com.cn/finalpage/2023-04-18/1216436970.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2014,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,8992647.10,下界=0；上界=中药材销售8992647.10,0,0.00571080591585815957622965339951891775435115914222572778125500,肥料销售作农业投入品下界；中药材混合销售只作上界,,5355144.56,14347791.66,下界=肥料销售5355144.56；上界=下界+中药材销售8992647.10,0.00340079966370787985066801228229218947436523181368747055801051,0.00911160557956603942689766568181110722871639095591319833926552,1574672162.30,合并利润表营业收入,4049224.37,3583263.64,中药材销售成本4049224.37；肥料销售成本3583263.64；成本仅作收入列反核,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00571080591585815957622965339951891775435115914222572778125500]；扩展区间[0.00340079966370787985066801228229218947436523181368747055801051, 0.00911160557956603942689766568181110722871639095591319833926552]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,v24主营业务摘录落在PDF页16的表后页；中药材/肥料收入与成本均在PDF页15。,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,15,74,https://static.cninfo.com.cn/finalpage/2015-04-28/1200920215.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2015,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,43109781.16,下界=0；上界=中药材销售43109781.16,0,0.0227002591799962462473410109285601416318862221867478400394202,肥料销售作农业投入品下界；中药材混合销售只作上界,,8695730.97,51805512.13,下界=肥料销售8695730.97；上界=下界+中药材销售43109781.16,0.00457889930004275073839761307854871237987002023987087936800354,0.0272791584800389969857386240071088540117562424266187194074237,1899087619.14,合并利润表营业收入,40538338.88,4657648.24,中药材销售成本40538338.88；肥料销售成本4657648.24；成本仅作收入列反核,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.0227002591799962462473410109285601416318862221867478400394202]；扩展区间[0.00457889930004275073839761307854871237987002023987087936800354, 0.0272791584800389969857386240071088540117562424266187194074237]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,19|20,68,https://static.cninfo.com.cn/finalpage/2016-06-16/1202370417.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2018,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,121449676.91,下界=0；上界=中药材销售121449676.91,0,0.0387171649742006254646544048327456155747441014046154806553573,肥料销售作农业投入品下界；中药材混合销售只作上界,,8090329.35,129540006.26,下界=肥料销售8090329.35；上界=下界+中药材销售121449676.91,0.00257913091338801251146984973090896051168564053393772711857266,0.0412962958875886379761242545636545760864297419385532077739300,3136843231.96,合并利润表营业收入,128417218.81,4559796.43,中药材销售成本128417218.81；肥料销售成本4559796.43；成本仅作收入列反核,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.0387171649742006254646544048327456155747441014046154806553573]；扩展区间[0.00257913091338801251146984973090896051168564053393772711857266, 0.0412962958875886379761242545636545760864297419385532077739300]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,16|18,80,https://static.cninfo.com.cn/finalpage/2019-04-24/1206080221.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2019,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,31613537.81,下界=0；上界=中药材销售31613537.81,0,0.0110901920234777254609826116089223668751521984870957194209677,肥料销售作农业投入品下界；中药材混合销售只作上界,,5590629.55,37204167.36,下界=肥料销售5590629.55；上界=下界+中药材销售31613537.81,0.00196122166441038589122578054471197533801633831153371387488413,0.0130514136878881113522083921536343422131685367986294332958519,2850585250.74,合并利润表营业收入,22794797.94,3685217.21,中药材销售成本22794797.94；肥料销售成本3685217.21；成本仅作收入列反核,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.0110901920234777254609826116089223668751521984870957194209677]；扩展区间[0.00196122166441038589122578054471197533801633831153371387488413, 0.0130514136878881113522083921536343422131685367986294332958519]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,18|20,88,https://static.cninfo.com.cn/finalpage/2020-04-30/1207686269.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2020,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,8456920.89,下界=0；上界=中药材销售8456920.89,0,0.00273873933832843405367602315904074624214245463933452843799357,肥料销售作农业投入品下界；中药材混合销售只作上界,,13042770.44,21499691.33,下界=肥料销售13042770.44；上界=下界+中药材销售8456920.89,0.00422384801152080526163879111271810227877828589205985215056233,0.00696258734984923931531481427175884852092074053139438058855590,3087888201.57,合并利润表营业收入,5986092.45,8552040.38,中药材销售成本5986092.45；肥料销售成本8552040.38；成本仅作收入列反核,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00273873933832843405367602315904074624214245463933452843799357]；扩展区间[0.00422384801152080526163879111271810227877828589205985215056233, 0.00696258734984923931531481427175884852092074053139438058855590]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,19|21,89,https://static.cninfo.com.cn/finalpage/2021-04-30/1209870633.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2021,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,3495954.90,下界=0；上界=中药材销售3495954.90,0,0.00112350534540409335395141895449443955563629529915639881495040,肥料销售作农业投入品下界；中药材混合销售只作上界,,0.00,3495954.90,下界=肥料销售0.00；上界=下界+中药材销售3495954.90,0,0.00112350534540409335395141895449443955563629529915639881495040,3111649547.82,合并利润表营业收入,,,中药材及农业投入品对应产品成本未单列，不作0值、不估算,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.00112350534540409335395141895449443955563629529915639881495040]；扩展区间[0, 0.00112350534540409335395141895449443955563629529915639881495040]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。","采用2021年当年报告营业收入3,111,649,547.82元；2022年比较栏重列为3,111,123,827.82元，不以后续比较数覆盖。",v24主营业务摘录从PDF页21的地区行开始；中药材产品收入在PDF页20。,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,20,98,https://static.cninfo.com.cn/finalpage/2022-04-23/1213056098.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
002424,贵州百灵企业集团制药股份有限公司,2022,待核实,待核实,中药材销售混合项（可能含自产种植，也存在贸易，仅作上界）,,0.00,2455834.92,下界=0；上界=中药材销售2455834.92,0,0.000693712757257630846204614427023433798744782035355123542337673,肥料销售作农业投入品下界；中药材混合销售只作上界,,0.00,2455834.92,下界=肥料销售0.00；上界=下界+中药材销售2455834.92,0,0.000693712757257630846204614427023433798744782035355123542337673,3540132272.77,合并利润表营业收入,,,中药材及农业投入品对应产品成本未单列，不作0值、不估算,否,否,否,否（同一收入构成层级设上下界，不与行业/产品行交叉相加）,"严格区间[0, 0.000693712757257630846204614427023433798744782035355123542337673]；扩展区间[0, 0.000693712757257630846204614427023433798744782035355123542337673]。2014年年报明示中药材贸易增长；后续年份亦未把自产种植与外购贸易拆分，故中药材项不形成确定下界。",,,需取得中药材销售中自产种植/初加工与外购贸易的分拆；2021—2022年产品成本亦未单列。,21,97,https://static.cninfo.com.cn/finalpage/2023-04-29/1216702041.PDF,沿用v24原值；待核实字段不插值、不复制相邻年份,跨年快速复核第十五批K组（未合并）,已人工复核（第十五批K组；主表未合并）,2026-08-11
